t_ms,activity,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
16460,eyes_open,2864,2263,236,1146,6,695,10,8,1.0026,-0.0132,-0.0097,-0.0067,-0.113,-0.069,9.859
16480,eyes_open,2816,2246,239,1198,15,657,22,8,0.9859,-0.002,-0.0157,-0.0134,-0.156,-0.067,9.843
16500,eyes_open,2856,2197,247,1179,15,666,17,12,1.0002,-0.0373,0.0298,0.0124,-0.145,-0.024,9.847
16520,eyes_open,2891,2204,244,1185,8,668,20,18,0.9789,0.0372,-0.031,-0.0118,-0.113,0.014,9.834
16540,eyes_open,2884,2160,247,1217,14,654,20,5,0.9913,0.003,-0.035,-0.0002,-0.126,0.036,9.814
16560,eyes_open,2884,2148,244,1217,14,648,6,17,1.0044,-0.0038,-0.0074,0.0194,-0.034,0.054,9.789
16580,eyes_open,2895,2187,240,1247,19,648,17,26,0.982,0.0359,-0.0134,0.0341,-0.049,0.094,9.816
16600,eyes_open,2917,2144,248,1220,11,666,9,18,0.9732,-0.0449,-0.0046,-0.0206,-0.073,-0.01,9.792
16620,eyes_open,2907,2070,231,1258,18,632,9,11,1.0107,-0.0182,0.0036,-0.038,-0.12,0.016,9.813
16640,eyes_open,2940,2142,241,1256,17,654,22,18,0.9954,0.0099,0.0058,-0.006,-0.104,-0.004,9.834
16660,eyes_open,2964,2010,243,1248,12,639,14,14,0.9914,0.0092,0.0246,0.0372,-0.143,-0.01,9.793
16680,eyes_open,2960,2020,244,1256,13,621,10,9,1.0135,-0.0225,0.0077,-0.0103,0.008,-0.024,9.773
16700,eyes_open,2938,2025,228,1280,15,611,12,9,0.9961,0.0197,-0.0336,0.0214,-0.014,0.021,9.82
16720,eyes_open,2972,2012,246,1290,11,618,14,17,1.0049,0.0137,-0.039,0.0029,-0.07,-0.01,9.788
16740,eyes_open,2962,1977,250,1277,14,608,17,14,0.9938,-0.0003,-0.045,-0.0138,-0.052,-0.01,9.804
16760,eyes_open,2959,1969,237,1324,9,599,10,24,0.9877,0.0027,0.01,0.0083,-0.044,-0.003,9.816
16780,eyes_open,3007,1972,234,1298,22,600,16,16,1.0028,0.0048,0.0158,-0.0101,-0.091,0.041,9.807
16800,eyes_open,2972,1946,238,1295,13,595,11,4,1.0139,-0.0088,0.0073,-0.0131,-0.061,-0.006,9.798
16820,eyes_open,2986,1894,240,1320,15,605,14,25,1.0038,-0.0223,-0.0123,-0.0094,-0.024,-0.042,9.775
16840,eyes_open,3003,1970,247,1320,10,589,13,12,0.9965,0.0002,0.0228,0.0449,-0.024,-0.003,9.828
16860,eyes_open,2990,1882,246,1312,10,574,19,18,0.9939,0.0073,-0.0254,-0.0105,-0.036,0.044,9.753
16880,eyes_open,3011,1941,244,1309,7,579,7,14,1.01,0.033,0.0065,-0.0169,0.052,0.013,9.794
16900,eyes_open,2978,1915,239,1317,14,574,21,15,1.0011,0.0095,0.0343,0.0262,0.049,-0.078,9.802
16920,eyes_open,3002,1912,243,1297,26,580,10,15,1.0027,0.0124,0.0196,-0.0015,0.043,-0.037,9.799
16940,eyes_open,2976,1977,239,1310,12,575,23,20,0.989,-0.0119,-0.0014,0.0208,0.063,-0.039,9.79
16960,eyes_open,2947,2004,244,1251,20,590,11,18,1.0006,-0.0009,-0.0179,-0.0031,-0.049,-0.124,9.788
16980,eyes_open,2985,1986,251,1285,14,554,8,9,1.0057,-0.032,-0.0203,-0.0103,0.064,-0.06,9.844
17000,eyes_open,2978,1986,239,1250,15,596,9,16,1.0106,-0.0139,-0.0315,0.0078,0.071,-0.032,9.878
17020,eyes_open,2992,2025,244,1248,11,605,11,15,1.0016,0.0433,0.0146,0.0439,0.049,-0.087,9.784
17040,eyes_open,2940,2051,232,1207,17,589,18,14,1.0018,0.0132,0.0261,-0.0096,0.093,-0.067,9.828
17060,eyes_open,2941,2097,244,1201,14,583,13,13,1.0145,0.005,0.0088,0.0075,0.094,0.017,9.797
17080,eyes_open,2945,2126,246,1183,12,584,14,12,1.0106,0.0164,0.0259,-0.0144,0.14,-0.07,9.869
17100,eyes_open,2927,2087,250,1152,15,585,17,20,0.9931,-0.0084,0.0092,0.0421,0.106,-0.068,9.828
17120,eyes_open,2945,2148,229,1186,13,584,9,17,1.0138,0.0193,0.0072,-0.0001,0.107,-0.062,9.792
17140,eyes_open,2905,2132,239,1140,9,616,15,11,1.0126,0.0188,0.0012,0.0124,0.112,0.009,9.816
17160,eyes_open,2938,2186,241,1134,8,590,8,5,0.9968,-0.0039,0.019,-0.0237,0.125,-0.02,9.794
17180,eyes_open,2921,2182,231,1120,16,601,19,12,0.9978,-0.0098,0.0425,0.0047,0.113,-0.038,9.847
17200,eyes_open,2918,2212,234,1099,18,611,16,19,0.9868,-0.0393,0.0303,-0.0085,0.16,-0.051,9.842
17220,eyes_open,2877,2260,237,1108,16,605,13,21,1.0021,0.0308,-0.0229,-0.0429,0.142,-0.062,9.828
17240,eyes_open,2872,2269,241,1090,16,626,17,20,0.9973,0.0037,0.0044,-0.0006,0.224,-0.057,9.795
17260,eyes_open,2811,2336,245,1023,14,621,13,19,1.0023,0.0002,-0.0157,0.0096,0.202,-0.013,9.8
17280,eyes_open,2858,2360,235,994,11,645,15,15,0.9994,-0.0168,-0.0078,0.0277,0.141,-0.033,9.845
17300,eyes_open,2838,2379,238,1018,11,638,16,6,0.9939,-0.0206,0.0117,0.0229,0.14,-0.007,9.855
17320,eyes_open,2812,2377,244,1009,14,630,21,15,0.9985,0.013,-0.0035,-0.0054,0.085,-0.027,9.814
17340,eyes_open,2750,2460,241,996,9,662,13,14,1.0233,-0.0131,-0.011,0.0502,0.099,-0.088,9.807
17360,eyes_open,2789,2471,237,947,14,660,26,15,1.0025,0.012,-0.0028,-0.0068,0.15,-0.051,9.83
17380,eyes_open,2795,2482,239,973,10,648,19,11,1.0089,0.0063,-0.0185,-0.0406,0.128,-0.026,9.824
17400,eyes_open,2736,2498,239,930,13,664,16,19,0.995,-0.0075,-0.006,0.0334,0.102,0.004,9.77
17420,eyes_open,2717,2505,248,937,13,672,15,25,0.9916,0.0024,-0.0368,0.0262,0.113,-0.048,9.843
17440,eyes_open,2744,2502,247,942,17,669,18,14,1.0155,0.0036,0.0016,-0.0289,0.167,-0.035,9.8
17460,eyes_open,2728,2558,233,913,14,704,16,18,0.9991,-0.0044,0.0031,-0.0201,0.116,0.008,9.851
17480,eyes_open,2689,2566,243,884,4,674,24,23,0.994,0.0222,-0.0148,0.039,0.059,-0.011,9.807
17500,eyes_open,2690,2581,237,894,19,686,4,14,1.0074,0.0022,-0.0017,0.0022,0.111,0.022,9.815
17520,eyes_open,2684,2616,237,882,22,712,15,14,1.0058,-0.026,0.0048,0.0331,0.086,-0.042,9.837
17540,eyes_open,2688,2613,244,888,11,694,15,6,1.0111,0.0372,0.0073,-0.007,0.113,-0.019,9.764
17560,eyes_open,2676,2630,237,855,10,708,9,16,0.9913,-0.0225,-0.03,0.0222,0.09,-0.008,9.862
17580,eyes_open,2629,2590,237,878,9,691,14,23,0.9988,0.0064,0.0331,-0.0209,0.037,-0.005,9.775
17600,eyes_open,2651,2646,242,872,9,690,10,12,0.9942,0.0211,-0.0285,-0.0309,-0.059,0.032,9.83
17620,eyes_open,2679,2614,238,881,11,723,16,12,0.9907,0.0148,-0.0037,-0.0441,0.006,0.046,9.862
17640,eyes_open,2649,2583,228,873,15,715,15,11,1.0103,-0.0176,0.0232,-0.0185,0.011,-0.023,9.818
17660,eyes_open,2643,2620,234,905,7,699,14,10,1.0019,-0.0208,0.0272,-0.016,0.07,0.002,9.862
17680,eyes_open,2637,2614,231,910,16,735,14,12,0.9951,-0.0566,-0.0284,0.0003,0.092,-0.027,9.831
17700,eyes_open,2642,2598,246,892,10,733,8,18,0.9978,-0.0148,0.0105,0.0063,0.027,0.088,9.766
17720,eyes_open,2620,2653,258,903,6,733,14,9,1.0076,-0.0113,0.0001,-0.0091,0.001,0.08,9.831
17740,eyes_open,2600,2645,243,904,10,736,11,20,0.9924,0.0033,0.0016,0.0219,-0.029,0.058,9.828
17760,eyes_open,2614,2612,243,883,13,726,19,17,0.99,0.0013,-0.0147,0.0041,0.039,0.076,9.841
17780,eyes_open,2595,2612,241,932,6,740,13,14,0.9969,-0.0261,0.0217,0.0248,0.015,0.103,9.809
17800,eyes_open,2643,2633,252,931,13,762,15,17,1.0019,-0.0025,0.0315,0.0343,0.023,0.042,9.759
17820,eyes_open,2590,2609,241,964,6,769,15,16,1.0045,0.0131,0.0077,0.0063,0.053,0.044,9.811
17840,eyes_open,2605,2562,253,934,10,793,14,13,0.9976,-0.0215,0.0072,-0.0033,0.028,0.021,9.84
17860,eyes_open,2614,2638,238,928,19,823,7,16,0.9957,-0.0453,-0.0376,-0.0055,0.068,0.102,9.771
17880,eyes_open,2556,2615,249,949,15,829,11,16,0.9842,-0.0184,-0.0115,0.0238,0.086,0.136,9.886
17900,eyes_open,2584,2631,242,964,11,825,20,16,1.0094,0.0217,0.0009,0.012,0.078,0.109,9.795
17920,eyes_open,2544,2624,251,980,13,821,17,12,1.0109,0.0181,0.0075,-0.0277,0.093,0.029,9.85
17940,eyes_open,2544,2673,239,965,13,859,14,9,0.9953,0.0275,-0.0068,-0.0337,0.057,0.066,9.851
17960,eyes_open,2484,2665,241,969,13,852,11,17,0.9831,-0.0146,-0.0024,0.0101,0.053,0.072,9.811
17980,eyes_open,2535,2673,242,956,19,892,20,11,1.0112,0.0185,0.0313,-0.0321,0.12,0.082,9.793
18000,eyes_open,2486,2695,241,993,15,890,10,8,0.9797,-0.0411,0.0307,0.0123,0.133,0.125,9.772
18020,eyes_open,2506,2670,234,981,14,920,20,14,0.9888,-0.0178,0.0039,-0.0203,0.07,0.06,9.772
18040,eyes_open,2443,2672,246,983,13,934,18,5,1.0052,0.0292,0.0112,0.0257,0.072,0.064,9.826
18060,eyes_open,2402,2680,249,978,18,937,11,23,1.0048,-0.0114,-0.0078,-0.0261,0.127,0.146,9.811
18080,eyes_open,2451,2693,233,988,11,958,16,22,1.0081,0.0271,0.016,0.0112,0.104,0.074,9.856
18100,eyes_open,2378,2713,243,976,9,1004,21,15,0.9779,0.0091,-0.0083,-0.01,0.177,0.045,9.763
18120,eyes_open,2357,2715,246,974,13,1010,3,14,0.9852,0.0009,0.0132,0.0064,0.181,0.009,9.759
18140,eyes_open,2340,2737,241,962,21,1042,23,11,0.9891,0.0073,0.0155,0.0031,0.184,0.084,9.825
18160,eyes_open,2302,2753,243,963,13,1029,15,15,1.0028,-0.0048,-0.0007,-0.0315,0.178,0.116,9.79
18180,eyes_open,2206,2805,247,919,21,1068,18,12,1.009,-0.0146,-0.0201,0.0056,0.24,0.107,9.858
18200,eyes_open,2202,2771,233,945,11,1077,12,10,0.9957,-0.0293,0.0295,-0.0145,0.089,0.006,9.779
18220,eyes_open,2203,2791,238,938,14,1104,15,22,0.9903,0.0342,-0.0029,-0.0178,0.07,0.069,9.811
18240,eyes_open,2163,2805,246,916,11,1123,21,15,0.9982,0.0134,0.0189,0.0002,0.13,0.108,9.796
18260,eyes_open,2145,2813,246,934,7,1155,4,12,0.987,0.0074,0.007,0.0078,0.037,0.041,9.822
18280,eyes_open,2137,2831,227,900,9,1130,10,8,0.9946,-0.011,-0.0224,-0.0204,0.112,0.065,9.809
18300,eyes_open,2064,2830,238,897,9,1186,13,12,1.0171,-0.0101,0.0313,0.0056,0.138,0.019,9.789
18320,eyes_open,2086,2862,234,896,11,1157,14,6,1.0032,-0.0366,0.0181,-0.0111,0.112,-0.012,9.801
18340,eyes_open,2006,2872,243,879,15,1190,8,10,0.9997,-0.0147,-0.0197,-0.0146,0.121,0.035,9.837
18360,eyes_open,2026,2904,244,860,17,1220,21,20,0.9886,-0.0003,-0.0367,-0.0091,0.12,0.062,9.873
18380,eyes_open,1949,2883,254,878,10,1188,9,11,0.9943,0.0038,-0.0083,-0.0082,0.126,0.095,9.841
18400,eyes_open,1946,2890,244,878,0,1289,15,9,0.9823,0.0361,-0.0119,0.0126,-0.024,-0.01,9.785
18420,eyes_open,1959,2894,235,869,12,1230,19,15,0.9938,0.0057,-0.0239,-0.0167,0.109,0.016,9.863
18440,eyes_open,1952,2905,255,862,15,1243,17,12,0.982,-0.0158,0.0058,-0.0025,0.131,0.036,9.807
18460,eyes_open,1942,2926,236,859,11,1257,17,10,1.0108,-0.0153,0.0125,0.0164,0.056,0.027,9.823
18480,eyes_open,1843,2940,235,869,11,1280,18,18,0.9849,-0.005,0.0245,-0.0081,0.027,0.034,9.813
18500,eyes_open,1849,2947,240,849,11,1295,10,13,1.0001,-0.0318,0.0064,0.0031,0.078,-0.006,9.77
18520,eyes_open,1830,2930,251,823,20,1243,12,14,1.0,0.0018,0.0305,0.0165,0.016,-0.016,9.768
18540,eyes_open,1829,2938,231,853,12,1295,15,14,1.0167,-0.0012,-0.0094,-0.0088,-0.016,0.027,9.772
18560,eyes_open,1825,2935,238,835,15,1310,19,15,0.9989,0.0009,-0.0044,0.0082,-0.009,0.061,9.774
18580,eyes_open,1793,2912,249,862,9,1279,20,13,0.9911,-0.0091,0.0134,0.039,-0.015,0.009,9.863
18600,eyes_open,1821,2965,254,828,18,1307,15,22,1.0153,0.0001,-0.0033,0.0051,0.019,-0.03,9.829
18620,eyes_open,1799,2920,244,831,19,1302,14,18,0.9832,0.0218,0.0179,0.0239,0.027,0.022,9.818
18640,eyes_open,1878,2956,235,857,5,1278,17,14,1.0022,-0.0266,-0.0094,0.0297,-0.0,-0.068,9.819
18660,eyes_open,1833,2927,253,826,10,1270,10,11,1.0089,0.0088,-0.0101,0.0296,-0.002,-0.007,9.769
18680,eyes_open,1884,2925,256,836,21,1287,17,9,1.0028,-0.0079,-0.0252,-0.0115,-0.096,-0.034,9.746
18700,eyes_open,1899,2938,245,859,12,1263,22,18,0.995,-0.0059,-0.0091,0.0244,-0.065,0.011,9.788
18720,eyes_open,1892,2944,243,830,13,1269,13,18,0.9975,-0.0126,0.0091,-0.0284,-0.036,-0.008,9.845
18740,eyes_open,1884,2903,253,846,13,1245,12,6,0.9818,0.0067,0.0335,0.0157,-0.102,0.009,9.759
18760,eyes_open,1944,2919,245,876,22,1224,17,12,0.9947,-0.0076,0.0247,0.0062,-0.12,-0.006,9.81
18780,eyes_open,1950,2899,246,848,11,1284,17,8,1.0042,-0.0091,-0.0162,0.0029,-0.131,0.003,9.763
18800,eyes_open,1976,2873,240,915,18,1238,13,26,0.9981,0.0042,0.0157,-0.0162,-0.161,-0.03,9.817
18820,eyes_open,2031,2864,231,895,19,1210,12,14,0.9832,-0.0241,-0.0089,0.0154,-0.145,-0.037,9.833
18840,eyes_open,2073,2855,244,882,12,1180,10,16,0.9861,-0.0082,-0.0246,-0.0192,-0.11,-0.012,9.799
18860,eyes_open,2146,2849,230,962,22,1190,19,10,1.0003,0.0118,0.0193,-0.0041,-0.17,0.017,9.849
18880,eyes_open,2122,2859,245,954,17,1188,11,15,0.9885,-0.0046,-0.0044,0.0205,-0.203,-0.063,9.844
18900,eyes_open,2189,2834,245,972,17,1187,10,15,0.9946,-0.0158,0.0057,0.0003,-0.072,0.025,9.818
18920,eyes_open,2175,2812,250,979,11,1184,18,18,1.0153,-0.0254,-0.0109,-0.0429,-0.046,0.017,9.802
18940,eyes_open,2164,2798,238,993,14,1185,9,8,1.0054,-0.0332,-0.0236,0.008,-0.066,0.059,9.806
18960,eyes_open,2162,2783,246,993,19,1168,10,12,1.0074,-0.0153,-0.0268,-0.0057,-0.036,0.032,9.799
18980,eyes_open,2189,2765,242,1016,11,1147,14,13,0.9992,0.0077,0.0134,-0.0084,-0.139,-0.025,9.812
19000,eyes_open,2233,2758,241,1046,14,1165,15,9,1.0005,-0.027,0.014,0.0185,-0.038,-0.002,9.83
19020,eyes_open,2223,2773,232,1009,22,1167,10,6,1.0134,-0.0171,0.0304,0.0198,-0.069,0.02,9.816
19040,eyes_open,2247,2751,229,1016,18,1151,22,18,0.9986,0.0437,0.0149,-0.012,-0.069,0.026,9.787
19060,eyes_open,2294,2739,237,1030,11,1139,12,19,1.0091,-0.0012,0.023,0.0041,-0.099,0.057,9.769
19080,eyes_open,2302,2678,244,1060,18,1123,11,11,0.9886,-0.0093,0.0006,-0.0098,-0.062,0.057,9.817
19100,eyes_open,2299,2722,234,1078,10,1153,15,7,0.9718,-0.0125,0.0071,-0.0218,-0.12,0.057,9.811
19120,eyes_open,2336,2702,243,1072,15,1103,14,20,0.9853,0.0323,0.0034,0.0026,-0.139,0.077,9.797
19140,eyes_open,2339,2677,235,1133,15,1121,19,19,1.0289,-0.0199,0.0134,0.0279,-0.07,0.019,9.812
19160,eyes_open,2322,2670,248,1116,14,1078,14,11,0.9963,-0.0117,0.0287,0.0056,0.079,-0.003,9.831
19180,eyes_open,2335,2678,248,1089,16,1163,25,1,0.9981,0.031,-0.0059,-0.011,-0.011,0.038,9.794
19200,eyes_open,2328,2659,242,1115,11,1142,20,17,1.0044,-0.0307,0.0079,0.006,-0.036,0.036,9.813
19220,eyes_open,2322,2709,250,1126,20,1119,7,10,1.0069,-0.0247,-0.0259,-0.0278,-0.022,-0.006,9.812
19240,eyes_open,2372,2665,227,1153,15,1109,15,10,0.9788,-0.0011,-0.0143,0.0265,0.031,-0.031,9.816
19260,eyes_open,2271,2685,235,1130,22,1124,18,17,0.9952,-0.0133,0.0078,-0.0143,0.015,0.063,9.77
19280,eyes_open,2340,2663,246,1094,14,1133,2,22,0.9942,-0.0439,-0.0157,0.0208,0.052,0.054,9.808
19300,eyes_open,2303,2682,236,1135,15,1170,22,16,0.9936,-0.0132,-0.0221,0.0332,0.015,0.033,9.84
19320,eyes_open,2311,2657,237,1091,5,1130,17,14,1.0121,-0.0339,-0.0089,0.0169,0.022,0.051,9.806
19340,eyes_open,2316,2692,240,1140,18,1125,14,15,1.0054,0.0024,-0.0265,-0.0107,-0.001,0.027,9.818
19360,eyes_open,2294,2658,248,1114,12,1169,14,13,1.0048,-0.0222,-0.0038,-0.028,0.012,-0.003,9.805
19380,eyes_open,2301,2695,232,1133,18,1140,10,12,1.0064,-0.0184,-0.0205,-0.0048,-0.008,-0.039,9.832
19400,eyes_open,2315,2677,235,1111,13,1129,8,13,0.9811,0.0652,-0.0147,-0.006,0.052,-0.071,9.805
19420,eyes_open,2345,2700,247,1108,14,1160,18,26,0.9933,-0.0122,-0.0046,-0.0403,0.145,0.015,9.786
19440,eyes_open,2301,2679,239,1105,11,1173,2,16,0.9867,-0.0074,0.0086,0.0154,0.083,0.008,9.81
19460,eyes_open,2271,2712,239,1088,7,1146,22,12,0.9994,-0.0017,0.0,-0.0323,-0.005,0.028,9.8
19480,eyes_open,2261,2716,241,1081,18,1156,7,14,1.0073,0.0002,0.0106,-0.0603,0.08,-0.019,9.8
19500,eyes_open,2236,2711,236,1073,17,1179,20,23,0.9898,-0.0062,-0.0089,0.0015,0.047,-0.028,9.786
19520,eyes_open,2207,2741,237,1071,10,1195,12,12,1.0002,0.0107,0.042,-0.0369,0.023,0.063,9.827
19540,eyes_open,2235,2670,251,1091,12,1193,10,8,0.9939,0.0399,0.004,-0.0199,0.089,-0.005,9.731
19560,eyes_open,2197,2721,232,1075,23,1185,11,19,1.0069,0.0283,0.0,0.0169,0.051,0.033,9.797
19580,eyes_open,2228,2736,239,1041,15,1233,11,13,1.0023,-0.0209,0.0057,-0.0166,0.034,0.046,9.763
19600,eyes_open,2251,2721,242,1078,8,1214,15,15,0.9818,0.0262,0.0217,-0.0183,-0.059,-0.027,9.871
19620,eyes_open,2170,2756,243,1052,13,1201,9,15,1.0126,-0.0279,-0.0219,-0.0085,-0.017,-0.024,9.782
19640,eyes_open,2214,2723,251,1030,7,1208,12,21,0.9927,-0.0093,-0.0069,0.0151,-0.005,-0.014,9.818
19660,eyes_open,2255,2740,234,1049,16,1204,9,7,0.9845,0.0015,0.0278,0.0074,0.061,-0.005,9.816
19680,eyes_open,2164,2723,238,1054,12,1193,21,15,1.0246,-0.0264,-0.0092,0.0,0.028,-0.021,9.851
19700,eyes_open,2188,2770,231,1055,23,1214,18,8,0.9814,-0.0319,-0.0072,0.0004,-0.015,-0.042,9.875
19720,eyes_open,2204,2761,238,1043,21,1218,9,13,1.0022,-0.0199,0.0057,0.0156,-0.036,-0.039,9.823
19740,eyes_open,2222,2761,231,1047,20,1171,18,10,0.9991,-0.0197,-0.0002,-0.017,-0.065,0.07,9.798
19760,eyes_open,2242,2767,246,1065,17,1202,24,9,0.9968,-0.0012,0.0202,0.0199,-0.007,-0.033,9.787
19780,eyes_open,2217,2739,250,1026,10,1185,18,4,1.0084,0.0141,-0.0181,-0.0074,-0.047,0.02,9.799
19800,eyes_open,2259,2746,243,1047,20,1218,10,18,1.003,0.0133,0.0005,0.0041,-0.005,-0.017,9.795
19820,eyes_open,2243,2737,245,1041,10,1178,20,13,1.0048,0.038,-0.0268,-0.0116,-0.046,-0.022,9.829
19840,eyes_open,2269,2713,237,1087,18,1173,14,12,1.0172,-0.0059,0.0095,0.0256,-0.03,-0.015,9.839
19860,eyes_open,2247,2737,242,1081,21,1185,15,15,0.9936,0.0106,0.0073,-0.0084,-0.062,0.02,9.832
19880,eyes_open,2281,2697,242,1041,9,1165,18,12,1.0142,0.0029,0.0204,0.0291,-0.019,-0.006,9.816
19900,eyes_open,2321,2707,255,1080,11,1159,23,8,1.0089,0.0295,0.0234,0.0088,-0.026,-0.01,9.798
19920,eyes_open,2289,2720,240,1103,8,1127,16,25,0.9926,0.0043,0.0206,-0.0153,-0.031,0.0,9.781
19940,eyes_open,2336,2665,243,1078,13,1152,10,16,0.9987,0.0122,-0.0104,-0.0309,-0.019,0.007,9.777
19960,eyes_open,2345,2667,239,1109,12,1164,15,4,1.0063,0.018,0.0033,-0.0322,-0.059,-0.033,9.792
19980,eyes_open,2310,2747,233,1091,11,1129,16,24,0.979,0.0065,0.0178,-0.0115,-0.019,-0.114,9.823
20000,eyes_open,2317,2697,240,1099,21,1137,5,25,0.9969,0.0338,0.0019,-0.0172,0.025,-0.04,9.8
20020,eyes_open,2321,2686,242,1108,22,1117,12,17,0.9939,-0.0172,0.0053,-0.0002,-0.062,-0.046,9.813
20040,eyes_open,2334,2677,237,1070,17,1080,4,10,1.0044,0.0147,0.0367,-0.0063,-0.085,-0.003,9.844
20060,eyes_open,2376,2633,245,1129,8,1108,17,8,0.9953,0.0085,-0.0189,-0.0344,-0.058,-0.003,9.815
20080,eyes_open,2338,2661,243,1097,23,1092,22,19,1.0072,0.0225,-0.0161,0.0115,-0.072,-0.083,9.835
20100,eyes_open,2393,2653,242,1101,10,1049,11,7,1.0034,-0.0024,0.0409,0.0006,-0.048,-0.101,9.864
20120,eyes_open,2393,2651,246,1075,17,1034,6,14,1.0155,-0.022,0.0242,-0.0226,-0.065,-0.047,9.777
20140,eyes_open,2399,2637,250,1103,12,1009,6,13,0.9955,-0.0293,0.0041,-0.0068,-0.005,-0.029,9.845
20160,eyes_open,2390,2678,243,1086,17,1030,14,13,1.0038,0.0194,-0.005,-0.0041,-0.05,-0.005,9.846
20180,eyes_open,2423,2660,247,1106,8,1059,14,10,1.0203,-0.0005,-0.0161,-0.0055,0.034,0.001,9.818
20200,eyes_open,2412,2658,225,1073,21,1043,15,21,1.0044,-0.0116,0.0014,-0.013,-0.056,-0.021,9.815
20220,eyes_open,2410,2668,243,1108,13,1060,22,22,0.997,-0.0281,0.0068,-0.0022,0.05,-0.049,9.77
20240,eyes_open,2414,2662,232,1090,22,1076,17,8,0.9875,0.011,-0.0225,0.0013,0.067,-0.042,9.84
20260,eyes_open,2431,2661,238,1036,9,1027,19,8,1.0064,0.0055,-0.0198,-0.0042,0.079,0.014,9.827
20280,eyes_open,2390,2656,252,1039,18,1055,22,13,1.0077,0.0106,0.0061,0.0064,0.064,0.028,9.802
20300,eyes_open,2394,2685,246,1052,18,1029,16,21,1.0053,-0.0197,0.0059,0.0157,0.025,0.024,9.842
20320,eyes_open,2347,2695,229,1077,11,1034,22,14,0.9806,0.0054,-0.0009,-0.0168,0.042,0.002,9.824
20340,eyes_open,2332,2662,241,1038,4,1058,20,11,1.0114,-0.018,0.0281,-0.0338,0.02,-0.033,9.858
20360,eyes_open,2357,2705,234,1055,16,1041,14,12,0.9917,0.0058,-0.0261,0.0611,0.024,-0.043,9.803
20380,eyes_open,2356,2716,253,1026,11,1034,15,15,0.9913,-0.0093,0.0213,0.0055,0.076,0.041,9.829
20400,eyes_open,2311,2715,229,1032,13,1077,12,12,0.997,-0.0003,-0.0042,0.0373,0.153,-0.021,9.876
20420,eyes_open,2326,2711,238,1024,17,1064,16,15,1.0002,0.0057,0.0209,0.0167,0.135,0.004,9.81
20440,eyes_open,2300,2747,247,1036,7,1072,6,10,1.0031,0.012,0.0111,-0.0109,0.107,-0.01,9.83
20460,eyes_open,2248,2772,248,992,13,1093,18,23,0.9947,0.0106,0.0007,-0.0022,0.135,0.025,9.858
20480,eyes_open,2267,2788,239,999,13,1125,8,11,1.0047,-0.0115,0.0012,0.0188,0.14,-0.0,9.783
20500,eyes_open,2235,2803,227,979,12,1072,16,19,0.9849,0.0422,-0.006,0.0057,0.068,0.017,9.842
20520,eyes_open,2227,2797,237,925,2,1089,12,8,1.0058,-0.0073,-0.016,0.0056,0.131,-0.03,9.832
20540,eyes_open,2210,2776,242,939,22,1101,12,8,1.0179,0.0119,-0.0157,-0.0094,0.087,0.017,9.798
20560,eyes_open,2195,2803,239,939,10,1125,17,13,1.0115,0.0089,0.0294,-0.0188,0.06,-0.0,9.753
20580,eyes_open,2172,2818,240,961,12,1135,14,21,1.0016,0.0203,0.0034,0.0107,0.027,-0.042,9.826
20600,eyes_open,2109,2858,256,969,19,1163,17,9,0.9993,-0.0142,0.0032,-0.0179,-0.006,0.037,9.862
20620,eyes_open,2166,2802,245,953,7,1144,19,13,1.0021,0.0082,0.0151,0.0262,0.063,0.021,9.794
20640,eyes_open,2174,2829,235,944,12,1186,5,12,1.0079,-0.0131,-0.0128,-0.0218,0.133,0.086,9.796
20660,eyes_open,2128,2826,238,957,13,1190,13,20,1.0034,-0.0052,0.0215,0.0223,0.065,0.048,9.815
20680,eyes_open,2111,2806,245,977,10,1196,24,11,1.014,0.0035,0.0091,0.0093,0.05,0.057,9.829
20700,eyes_open,2113,2826,241,979,11,1219,5,11,0.9878,0.0073,0.0075,0.0006,-0.004,0.023,9.834
20720,eyes_open,2125,2799,231,976,6,1204,20,12,1.0035,-0.0076,-0.0029,-0.0052,0.014,-0.01,9.787
20740,eyes_open,2104,2832,237,953,20,1204,16,12,0.9934,0.0126,0.0513,0.0016,-0.126,0.032,9.802
20760,eyes_open,2115,2799,239,1002,13,1226,18,6,1.0002,0.0256,-0.0046,-0.0191,-0.071,0.029,9.817
20780,eyes_open,2138,2789,252,968,17,1214,22,16,0.9998,-0.0236,-0.0125,-0.0213,0.025,0.053,9.749
20800,eyes_open,2152,2782,240,1007,19,1243,12,12,0.9971,-0.02,-0.0256,0.0101,-0.006,0.036,9.824
20820,eyes_open,2072,2788,239,1005,25,1229,16,13,1.0047,-0.0343,-0.0094,-0.0066,-0.003,0.065,9.82
20840,eyes_open,2130,2795,247,973,9,1229,18,5,0.9972,0.0109,0.0072,-0.0045,-0.014,0.087,9.81
20860,eyes_open,2143,2818,250,1008,0,1215,12,12,1.0007,-0.0084,-0.0408,0.0015,-0.096,0.033,9.767
20880,eyes_open,2140,2784,246,1022,15,1221,11,10,1.0024,0.0096,-0.0097,-0.0118,-0.037,0.044,9.805
20900,eyes_open,2156,2773,245,1020,16,1235,13,10,1.0038,-0.0135,-0.0097,0.0081,-0.077,0.068,9.795
