t_ms,activity,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
4380,seated_bounce,523,543,204,3004,3260,2609,2888,1880,1.0062,-0.0174,-0.0201,-0.0496,-0.024,-0.038,11.304
4400,seated_bounce,601,561,190,2976,3219,2556,2811,1863,1.0227,-0.0132,-0.0023,-0.0093,0.002,-0.082,11.167
4420,seated_bounce,543,532,209,2848,3099,2376,2575,1769,0.9827,-0.02,0.0003,0.0315,0.069,0.044,10.864
4440,seated_bounce,549,533,183,2604,2943,2203,2291,1435,1.0051,-0.006,-0.0195,0.0114,-0.053,0.041,10.432
4460,seated_bounce,560,503,188,2230,2598,1732,2005,1153,0.9985,-0.0039,0.0128,0.0187,-0.008,-0.036,9.923
4480,seated_bounce,547,574,196,1780,2128,1199,1486,788,1.0038,0.0175,0.0109,0.0195,-0.034,-0.063,9.401
4500,seated_bounce,525,477,207,1078,1344,668,821,396,0.9941,-0.0211,-0.0209,-0.0189,0.019,-0.043,8.928
4520,seated_bounce,523,540,192,438,541,239,304,146,0.9977,-0.0218,-0.0181,0.0231,-0.004,-0.041,8.564
4540,seated_bounce,537,531,228,56,67,35,42,27,1.0015,0.0023,0.0031,-0.0071,0.113,0.052,8.353
4560,seated_bounce,548,571,199,24,30,9,23,19,0.9899,0.0042,-0.0295,-0.0008,-0.05,0.039,8.32
4580,seated_bounce,561,550,198,235,294,139,174,91,0.9979,0.0267,-0.0189,-0.0034,0.082,0.019,8.469
4600,seated_bounce,552,545,190,811,1017,484,659,299,1.0099,0.0124,-0.0185,-0.0185,-0.081,-0.057,8.783
4620,seated_bounce,617,505,188,1501,1812,1106,1317,646,0.9989,-0.0219,-0.0223,0.0096,0.003,-0.094,9.223
4640,seated_bounce,579,549,186,2207,2409,1553,1813,1051,0.9867,0.0055,0.0138,0.009,-0.02,-0.012,9.735
4660,seated_bounce,561,559,183,2573,2825,2003,2212,1360,1.0141,-0.0212,0.0248,0.0008,-0.014,-0.011,10.256
4680,seated_bounce,556,510,206,2778,3063,2387,2504,1665,0.9885,0.0145,0.0402,-0.0347,-0.048,-0.044,10.722
4700,seated_bounce,587,559,183,2951,3197,2546,2638,1764,0.9798,-0.0154,0.0089,0.0201,0.006,0.056,11.076
4720,seated_bounce,566,507,188,3024,3172,2635,2756,1931,1.0009,-0.0407,-0.0005,0.0127,-0.005,-0.042,11.276
4740,seated_bounce,563,572,199,3001,3276,2612,2823,1966,1.0151,0.0171,0.0202,-0.0069,0.088,0.017,11.296
4760,seated_bounce,552,552,191,2931,3209,2485,2731,1819,0.9839,0.0069,-0.0113,-0.0037,-0.127,0.078,11.133
4780,seated_bounce,597,557,188,2836,3166,2406,2558,1697,0.9962,0.0149,0.0566,0.0085,0.045,-0.034,10.809
4800,seated_bounce,559,576,186,2575,2873,2129,2242,1416,0.9828,-0.0135,0.0098,0.0229,-0.008,0.022,10.362
4820,seated_bounce,560,526,204,2200,2549,1633,1960,1067,0.9928,0.0495,0.0099,0.0314,0.015,-0.024,9.848
4840,seated_bounce,540,529,182,1675,2018,1209,1326,684,1.0171,-0.0116,0.0017,0.0046,0.017,-0.026,9.329
4860,seated_bounce,587,483,203,955,1229,602,785,369,0.9792,-0.004,-0.019,0.0484,-0.01,0.02,8.868
4880,seated_bounce,562,518,208,333,431,202,251,128,1.0114,0.0332,0.0029,0.0133,-0.051,0.012,8.524
4900,seated_bounce,521,524,192,45,45,14,37,13,1.0274,-0.0236,-0.0196,0.0006,0.015,-0.046,8.337
4920,seated_bounce,534,554,185,35,26,15,31,15,1.0064,-0.0,-0.0284,0.0007,0.072,-0.059,8.33
4940,seated_bounce,603,557,189,298,402,194,223,113,1.0065,-0.0039,0.006,-0.0006,0.025,0.094,8.505
4960,seated_bounce,585,531,193,944,1158,593,690,347,1.0078,-0.0263,0.0037,-0.0164,0.033,0.012,8.839
4980,seated_bounce,555,517,195,1657,1921,1179,1365,741,0.9995,-0.0044,0.0367,0.0373,0.003,-0.026,9.293
5000,seated_bounce,527,518,180,2155,2525,1671,1893,1076,1.0033,0.0275,-0.0046,-0.0131,-0.001,-0.042,9.81
5020,seated_bounce,561,549,199,2554,2926,2034,2275,1444,1.0069,0.0041,0.0022,-0.0087,0.014,0.086,10.327
5040,seated_bounce,561,550,187,2861,3057,2415,2584,1668,0.9908,0.0113,-0.0106,-0.003,0.008,0.036,10.781
5060,seated_bounce,573,558,195,2962,3248,2521,2695,1875,0.9844,-0.0128,0.0301,-0.0148,-0.028,0.068,11.115
5080,seated_bounce,555,540,190,2994,3282,2617,2791,1970,1.0246,-0.0,-0.0103,-0.0252,-0.023,0.015,11.29
5100,seated_bounce,595,509,191,3019,3277,2577,2811,1897,0.9879,-0.0258,-0.0088,0.0021,-0.036,-0.076,11.283
5120,seated_bounce,540,512,180,2964,3222,2492,2701,1886,1.0088,-0.0292,0.0302,-0.0006,-0.02,0.012,11.096
5140,seated_bounce,543,543,180,2790,3101,2345,2490,1628,0.9924,0.0195,0.0277,0.0072,-0.09,0.098,10.752
5160,seated_bounce,587,578,184,2485,2803,2052,2304,1417,0.9943,-0.0097,-0.0206,0.0354,0.008,-0.012,10.291
5180,seated_bounce,574,549,200,2118,2503,1662,1854,1016,1.0062,-0.0306,-0.0335,0.0304,0.139,0.011,9.772
5200,seated_bounce,553,537,192,1432,1902,1149,1276,686,1.0028,-0.0505,0.0091,0.0033,-0.023,-0.034,9.258
5220,seated_bounce,541,536,197,848,1094,535,691,319,0.9928,-0.0077,-0.0132,-0.0565,-0.039,0.098,8.811
5240,seated_bounce,599,501,200,275,356,150,211,97,1.0031,-0.0019,-0.0097,0.0213,0.007,0.01,8.487
5260,seated_bounce,536,539,189,33,31,20,16,20,1.0066,0.0315,0.0017,0.0236,-0.008,0.033,8.324
5280,seated_bounce,577,516,185,40,56,22,41,28,1.0078,-0.0005,0.0131,-0.0171,0.094,0.01,8.344
5300,seated_bounce,557,538,193,381,481,208,282,140,1.0087,-0.0236,0.0246,-0.0112,0.002,0.002,8.544
5320,seated_bounce,545,522,197,977,1271,687,823,401,0.9928,0.0328,-0.0213,0.0265,-0.079,0.036,8.898
5340,seated_bounce,557,514,192,1714,2034,1194,1413,731,1.0033,-0.0039,0.0248,-0.0164,-0.087,-0.026,9.364
5360,seated_bounce,555,519,199,2280,2658,1674,1958,1077,0.9942,-0.0274,0.0154,-0.0215,0.092,-0.031,9.885
5380,seated_bounce,547,513,208,2625,2883,2211,2413,1472,0.987,-0.0254,0.0092,-0.0054,0.118,-0.041,10.397
5400,seated_bounce,519,539,203,2902,3110,2392,2604,1650,0.9869,0.0051,-0.0062,-0.0123,-0.044,-0.015,10.837
5420,seated_bounce,568,531,195,2915,3205,2504,2726,1892,1.0041,-0.0203,-0.0218,0.0021,0.059,-0.039,11.151
5440,seated_bounce,543,522,202,3040,3269,2612,2747,1973,1.0116,0.0195,0.021,0.0148,0.067,-0.044,11.3
5460,seated_bounce,550,531,216,3026,3282,2543,2763,1898,1.0021,0.0016,0.0449,-0.0062,-0.076,0.002,11.267
5480,seated_bounce,546,546,204,2978,3199,2484,2722,1801,1.0072,-0.0221,-0.0056,-0.0001,-0.015,0.066,11.056
5500,seated_bounce,561,514,199,2727,3046,2291,2547,1567,1.0032,0.0087,-0.0055,0.0173,-0.008,-0.067,10.692
5520,seated_bounce,587,535,187,2526,2752,1981,2169,1367,1.0035,-0.0355,-0.0089,0.0319,-0.013,0.006,10.219
5540,seated_bounce,559,526,185,2056,2410,1514,1797,991,1.0043,0.0002,0.0098,-0.0097,-0.07,0.02,9.697
5560,seated_bounce,530,535,198,1445,1813,993,1299,640,1.0134,0.019,0.0005,-0.0166,-0.028,-0.131,9.188
5580,seated_bounce,595,575,199,762,907,520,641,281,0.9932,0.0364,-0.0208,-0.0046,0.026,-0.035,8.756
5600,seated_bounce,560,514,186,224,264,121,165,69,1.0086,0.0095,-0.0142,-0.0304,0.037,0.02,8.453
5620,seated_bounce,544,528,193,22,13,15,13,10,0.9838,-0.0125,0.0178,0.0049,0.012,-0.101,8.316
5640,seated_bounce,552,542,189,61,90,44,45,25,0.9969,-0.0148,-0.029,-0.016,-0.068,0.016,8.362
5660,seated_bounce,540,491,183,466,579,261,343,169,1.0009,-0.0094,0.0052,0.0152,0.01,-0.028,8.585
5680,seated_bounce,568,514,197,1063,1427,722,905,461,1.0037,-0.0192,-0.0338,0.0004,0.033,-0.093,8.959
5700,seated_bounce,570,544,201,1800,2170,1289,1498,875,0.9972,0.0009,0.0134,0.0022,0.066,0.005,9.437
5720,seated_bounce,576,512,199,2268,2671,1776,2024,1186,1.0065,-0.0018,0.0096,-0.0138,0.079,0.015,9.961
5740,seated_bounce,569,515,194,2661,3013,2235,2394,1416,0.9971,0.0235,0.0029,0.0234,-0.045,-0.045,10.466
5760,seated_bounce,566,522,187,2871,3069,2391,2675,1684,0.9875,-0.0083,-0.003,-0.002,0.043,0.022,10.89
5780,seated_bounce,551,540,191,3021,3203,2572,2720,1933,1.0042,-0.0088,0.0214,0.0022,-0.003,0.063,11.183
5800,seated_bounce,567,510,195,3041,3259,2574,2852,1929,1.0079,-0.0104,-0.0167,0.0053,-0.029,-0.085,11.307
5820,seated_bounce,560,548,192,3002,3202,2563,2724,1904,0.9838,0.0034,0.0268,0.0019,-0.02,-0.063,11.248
5840,seated_bounce,551,521,202,2963,3182,2459,2671,1836,0.9982,-0.0037,-0.0079,-0.0184,0.026,0.002,11.012
5860,seated_bounce,586,529,214,2717,3028,2242,2462,1624,0.9997,0.0343,-0.0094,-0.0442,0.034,0.008,10.63
5880,seated_bounce,518,503,184,2439,2729,1935,2116,1274,1.0214,-0.0049,0.0038,-0.0054,-0.044,0.026,10.146
5900,seated_bounce,540,554,186,1935,2347,1555,1700,917,1.0056,-0.0009,0.0173,0.0215,0.013,-0.036,9.622
5920,seated_bounce,546,537,190,1335,1665,933,1072,588,1.0105,0.0167,0.0099,-0.0233,0.006,0.029,9.121
5940,seated_bounce,534,533,196,688,884,384,521,244,0.9914,0.0172,0.0292,0.0295,-0.04,-0.016,8.704
5960,seated_bounce,527,531,200,157,202,94,122,58,1.0142,0.0094,-0.0015,0.0096,0.033,-0.088,8.422
5980,seated_bounce,579,524,212,21,16,7,8,20,1.003,0.0127,0.0269,0.0186,-0.019,0.021,8.311
6000,seated_bounce,521,492,197,104,125,57,73,46,1.0062,0.001,-0.0176,0.0132,-0.065,0.076,8.383
6020,seated_bounce,567,531,198,522,694,303,396,195,0.9895,0.0101,0.0368,0.046,0.045,0.04,8.631
6040,seated_bounce,549,534,189,1177,1497,780,909,457,1.0002,-0.0322,-0.0043,0.0197,-0.05,0.005,9.022
6060,seated_bounce,578,539,199,1776,2332,1380,1633,904,1.004,-0.0214,-0.021,0.0018,-0.021,0.071,9.51
6080,seated_bounce,573,522,185,2320,2656,1856,2129,1221,1.0001,0.0083,-0.0041,-0.0155,-0.015,-0.089,10.035
6100,seated_bounce,558,526,194,2600,3038,2308,2357,1493,0.9978,-0.0077,-0.004,0.0099,-0.013,-0.046,10.533
6120,seated_bounce,573,547,190,2891,3177,2392,2594,1749,0.9981,0.0301,-0.0063,0.0154,-0.054,0.049,10.941
6140,seated_bounce,587,537,211,3015,3199,2566,2727,1942,0.9915,0.0348,0.0379,0.0429,0.062,-0.017,11.211
6160,seated_bounce,554,542,187,3012,3270,2589,2806,1900,0.9976,0.0189,0.0313,-0.0242,-0.088,0.043,11.31
6180,seated_bounce,527,554,205,3038,3225,2543,2739,1909,1.0117,0.011,-0.0432,-0.0096,-0.003,-0.026,11.224
6200,seated_bounce,547,536,188,2912,3197,2480,2703,1773,0.9985,-0.0322,-0.0154,0.0028,-0.079,0.148,10.966
6220,seated_bounce,572,560,191,2678,3055,2267,2455,1566,0.9964,0.0147,0.0175,-0.0104,-0.028,0.072,10.565
6240,seated_bounce,549,517,191,2296,2710,1876,2049,1287,0.9894,0.0091,0.0145,0.0066,-0.044,-0.046,10.073
6260,seated_bounce,573,522,200,1955,2279,1350,1689,894,0.989,0.007,0.0193,-0.0016,0.086,0.059,9.547
6280,seated_bounce,588,547,196,1274,1592,881,1068,505,0.9811,-0.016,0.0337,-0.0028,-0.059,0.05,9.055
6300,seated_bounce,578,543,203,604,809,351,430,203,0.9953,0.0155,-0.0121,-0.0114,0.026,-0.064,8.654
6320,seated_bounce,528,527,197,107,143,65,83,47,1.0163,-0.0197,-0.0175,-0.0174,0.049,0.088,8.396
6340,seated_bounce,584,499,186,13,21,17,7,20,0.9943,0.016,-0.0036,0.0005,0.047,0.002,8.31
6360,seated_bounce,535,523,193,138,179,81,109,59,0.9886,-0.0109,0.002,0.0031,0.076,-0.056,8.409
6380,seated_bounce,549,543,201,642,819,357,469,232,1.0027,0.0206,-0.0372,0.0041,0.047,0.042,8.679
6400,seated_bounce,572,536,186,1250,1572,871,1107,571,1.0092,-0.0141,0.0431,0.0127,-0.006,-0.026,9.087
6420,seated_bounce,591,561,194,1972,2350,1450,1686,945,0.9915,-0.0148,0.0224,0.0145,0.02,-0.0,9.585
6440,seated_bounce,573,518,201,2372,2738,1901,2123,1289,0.9936,-0.0072,0.0157,-0.0021,-0.057,0.046,10.11
6460,seated_bounce,558,526,203,2789,3010,2209,2453,1613,0.9863,0.0153,0.0134,0.0102,-0.019,0.058,10.598
6480,seated_bounce,564,519,204,2891,3110,2551,2605,1869,0.9868,0.0079,-0.021,-0.0138,0.037,-0.038,10.989
6500,seated_bounce,561,506,191,2965,3225,2569,2768,1899,1.0246,0.0054,-0.0264,0.0147,-0.007,0.023,11.237
6520,seated_bounce,598,571,189,3018,3285,2557,2815,1896,1.0124,0.0091,0.0138,0.0283,-0.078,0.013,11.309
6540,seated_bounce,582,552,213,3033,3222,2632,2761,1942,1.0017,-0.019,0.013,0.0166,0.075,-0.023,11.198
6560,seated_bounce,552,522,195,2835,3177,2450,2631,1743,0.9924,-0.0401,-0.0185,0.0268,-0.012,0.06,10.916
6580,seated_bounce,547,522,173,2638,2976,2166,2400,1516,1.0028,-0.0124,-0.0031,0.0009,0.029,-0.015,10.499
6600,seated_bounce,612,557,187,2325,2661,1909,2007,1206,1.0018,0.018,0.0214,0.0187,-0.02,0.026,9.998
6620,seated_bounce,534,529,205,1790,2121,1323,1494,800,1.0,0.0371,0.03,-0.007,-0.002,0.103,9.474
6640,seated_bounce,527,550,191,1229,1484,760,945,472,1.0238,-0.0128,0.0204,0.0118,-0.001,0.01,8.99
6660,seated_bounce,565,526,190,505,651,270,378,181,0.9972,-0.017,0.0063,0.0279,0.028,0.006,8.608
6680,seated_bounce,579,531,182,82,99,47,54,40,0.9871,-0.0055,-0.0025,0.0074,0.04,0.053,8.372
6700,seated_bounce,545,492,194,16,23,7,17,10,0.9935,-0.0289,0.0092,0.0442,-0.033,-0.076,8.313
6720,seated_bounce,560,535,201,184,238,110,137,70,0.9957,0.024,0.0241,0.0222,0.014,0.064,8.437
6740,seated_bounce,610,528,190,740,882,443,552,268,0.9806,-0.01,0.0272,0.0137,0.019,0.037,8.73
6760,seated_bounce,550,504,208,1420,1704,988,1204,606,1.0087,0.0029,0.0361,-0.0001,0.013,0.006,9.154
6780,seated_bounce,549,500,192,2018,2363,1532,1832,1013,1.0118,-0.0104,-0.0797,-0.0338,-0.016,-0.002,9.659
6800,seated_bounce,564,572,190,2487,2784,1887,2236,1267,0.9975,0.0106,-0.0114,0.0102,0.003,0.097,10.183
6820,seated_bounce,555,520,192,2790,3058,2255,2506,1622,0.9917,0.0066,0.0046,-0.0169,-0.029,-0.068,10.661
6840,seated_bounce,542,525,198,2930,3142,2470,2686,1839,0.993,0.0486,-0.0004,-0.0395,-0.047,-0.103,11.035
6860,seated_bounce,560,497,197,3045,3233,2664,2815,1945,1.0108,-0.0122,-0.0084,-0.0005,0.095,0.072,11.258
6880,seated_bounce,601,499,202,3050,3248,2554,2732,1932,0.9924,0.0143,0.0229,0.0122,-0.074,0.042,11.304
6900,seated_bounce,567,532,197,2974,3248,2538,2720,1807,0.9839,-0.0334,-0.0025,0.0318,-0.029,0.002,11.167
6920,seated_bounce,555,523,211,2819,3192,2362,2583,1714,0.9721,0.0128,-0.0167,-0.0245,0.04,-0.013,10.864
6940,seated_bounce,560,530,190,2618,2948,2115,2302,1488,0.9966,-0.0172,-0.0047,0.0011,-0.023,0.017,10.432
6960,seated_bounce,551,558,203,2294,2599,1800,2013,1182,1.0118,-0.0497,-0.0106,-0.0213,-0.019,0.037,9.923
6980,seated_bounce,508,550,200,1769,2030,1256,1478,800,1.0123,-0.0319,0.0192,0.006,-0.041,-0.072,9.401
7000,seated_bounce,530,550,197,1119,1355,700,894,429,1.0123,-0.0178,-0.0487,-0.0005,-0.011,-0.083,8.928
7020,seated_bounce,569,551,198,401,526,249,306,144,1.0005,0.0009,0.0161,0.003,0.105,0.078,8.564
7040,seated_bounce,539,530,182,57,75,34,45,25,0.9943,0.0001,-0.0167,0.0287,-0.043,0.062,8.353
7060,seated_bounce,563,523,190,28,20,21,16,16,0.9904,-0.0093,0.0224,0.0023,-0.011,0.102,8.32
7080,seated_bounce,535,546,190,223,309,148,181,83,0.996,0.039,0.0037,0.0123,0.064,-0.063,8.469
7100,seated_bounce,562,522,192,848,1015,536,597,358,1.007,-0.0154,0.0048,0.0149,-0.064,0.004,8.783
7120,seated_bounce,575,533,204,1494,1854,1050,1255,651,0.9952,0.0114,0.009,0.0376,0.063,0.045,9.223
7140,seated_bounce,585,533,199,2137,2369,1626,1909,1015,0.9985,0.0402,-0.0268,0.0165,-0.022,-0.053,9.735
7160,seated_bounce,591,513,200,2477,2898,2024,2296,1307,0.9973,-0.0106,0.0266,-0.0058,-0.052,-0.019,10.256
7180,seated_bounce,551,501,180,2766,3116,2342,2516,1663,0.9971,0.019,-0.0123,0.0064,0.049,0.079,10.722
7200,seated_bounce,544,542,182,2993,3192,2506,2698,1850,1.0069,0.0168,-0.0081,-0.0011,-0.037,0.002,11.076
7220,seated_bounce,502,548,186,3021,3244,2616,2701,1925,1.0005,0.0158,0.0217,-0.0143,0.061,-0.02,11.276
7240,seated_bounce,585,523,202,3067,3315,2609,2748,1892,0.9896,-0.0116,0.0046,0.0067,-0.011,0.041,11.296
7260,seated_bounce,567,530,182,2904,3187,2582,2745,1822,1.0068,-0.0319,-0.0341,-0.0182,0.01,-0.083,11.133
7280,seated_bounce,575,509,196,2848,3117,2353,2518,1713,1.0046,0.0007,-0.0247,0.0437,0.025,0.093,10.809
7300,seated_bounce,547,519,188,2611,2823,2106,2388,1452,1.0082,-0.0114,-0.017,-0.0129,0.046,-0.087,10.362
7320,seated_bounce,584,535,206,2217,2497,1742,2010,1122,0.9943,-0.0208,-0.001,0.006,-0.045,-0.013,9.848
7340,seated_bounce,554,521,190,1668,2019,1161,1411,719,1.0006,0.0361,0.0232,-0.0023,-0.019,0.047,9.329
7360,seated_bounce,542,526,197,940,1170,620,761,382,0.9871,0.0322,-0.003,-0.0368,-0.062,-0.089,8.868
7380,seated_bounce,531,555,201,348,454,185,253,123,0.9989,-0.0024,0.0069,-0.0349,-0.013,-0.024,8.524
7400,seated_bounce,575,558,204,39,46,30,30,24,1.0079,-0.0195,-0.0107,-0.0038,0.03,-0.012,8.337
7420,seated_bounce,579,547,188,38,35,24,31,22,0.9871,-0.0027,0.007,0.0132,-0.034,-0.016,8.33
7440,seated_bounce,578,527,178,314,401,181,224,103,1.0103,-0.0091,-0.0119,-0.0045,0.061,-0.034,8.505
7460,seated_bounce,563,533,199,974,1175,577,737,367,1.0043,0.02,-0.0092,-0.0154,0.011,0.011,8.839
7480,seated_bounce,568,523,197,1599,1904,1102,1290,706,0.9974,-0.012,0.0135,-0.0075,-0.004,-0.061,9.293
7500,seated_bounce,561,544,195,2159,2480,1759,1939,1026,1.0055,0.0167,0.0189,-0.0071,-0.005,-0.009,9.81
7520,seated_bounce,566,532,191,2543,2911,2116,2248,1505,0.9997,0.0074,0.0187,-0.0215,0.083,-0.011,10.327
7540,seated_bounce,569,568,192,2839,3103,2362,2549,1619,1.0015,-0.012,-0.0016,0.0196,-0.048,-0.032,10.781
7560,seated_bounce,539,546,194,3015,3242,2461,2736,1811,1.0023,0.0299,-0.0119,0.0206,0.011,-0.025,11.115
7580,seated_bounce,564,535,200,3017,3275,2511,2757,1904,1.0156,0.0207,-0.0161,-0.0205,0.054,0.023,11.29
7600,seated_bounce,578,554,194,3006,3248,2651,2788,1915,0.9831,-0.0323,-0.0351,-0.0165,0.054,0.012,11.283
7620,seated_bounce,557,549,205,2929,3181,2547,2715,1853,0.995,-0.0371,0.0225,0.0236,0.051,0.01,11.096
7640,seated_bounce,560,516,194,2793,3135,2393,2550,1717,0.9874,-0.0031,0.0149,0.0052,-0.018,0.069,10.752
7660,seated_bounce,560,560,199,2570,2759,2021,2281,1410,1.0157,0.0155,-0.0037,-0.0077,0.039,0.015,10.291
7680,seated_bounce,564,561,196,2154,2470,1611,1881,1065,1.0112,-0.0127,0.0195,0.0007,-0.027,0.009,9.772
7700,seated_bounce,558,530,190,1572,1866,1039,1372,654,0.9983,0.013,-0.0102,-0.0029,-0.044,-0.013,9.258
7720,seated_bounce,593,529,195,847,1111,517,697,329,1.0057,0.0158,-0.0065,-0.0048,-0.023,0.045,8.811
7740,seated_bounce,539,547,198,267,336,163,204,92,0.9986,-0.0112,-0.0056,-0.0103,0.008,-0.032,8.487
7760,seated_bounce,564,563,197,27,14,19,20,18,1.0269,0.0133,0.0111,-0.0378,0.018,-0.003,8.324
7780,seated_bounce,546,497,217,49,71,35,30,17,0.9894,0.0069,0.0108,0.0281,0.013,-0.05,8.344
7800,seated_bounce,516,503,200,380,475,216,286,131,0.9979,-0.0154,0.0068,0.0042,0.007,0.036,8.544
7820,seated_bounce,571,535,189,1021,1250,625,829,405,0.9982,-0.0134,-0.0127,-0.0055,0.089,-0.023,8.898
7840,seated_bounce,577,517,198,1757,2102,1223,1477,766,1.0123,-0.0144,-0.0068,-0.013,-0.028,0.085,9.364
7860,seated_bounce,568,529,197,2289,2558,1772,1963,1129,1.0037,0.0211,0.0204,-0.0393,0.062,0.039,9.885
7880,seated_bounce,508,509,188,2542,2947,2180,2296,1412,1.0014,0.0473,0.0041,0.0088,0.048,-0.036,10.397
7900,seated_bounce,567,523,192,2808,3080,2326,2518,1747,0.9958,-0.0269,0.0159,0.0154,-0.001,0.063,10.837
7920,seated_bounce,601,525,201,2952,3260,2554,2713,1855,1.0163,0.0036,-0.0171,0.0046,0.032,-0.024,11.151
7940,seated_bounce,563,569,191,3027,3272,2581,2824,1858,1.0114,0.0133,0.0262,-0.0229,-0.05,-0.024,11.3
7960,seated_bounce,534,522,182,3019,3242,2576,2749,1966,1.0027,-0.0115,-0.011,0.0226,0.03,0.116,11.267
7980,seated_bounce,539,500,191,2934,3158,2488,2652,1766,0.9952,-0.0187,0.0088,0.0141,-0.076,-0.045,11.056
8000,seated_bounce,546,504,193,2821,3010,2275,2492,1674,1.0254,-0.0002,0.0118,-0.0165,0.051,-0.121,10.692
8020,seated_bounce,526,517,200,2485,2764,2034,2253,1336,1.0166,-0.0192,-0.0113,0.0019,0.093,-0.105,10.219
8040,seated_bounce,581,519,177,2070,2390,1578,1778,986,0.9965,-0.0274,-0.0287,0.0053,-0.05,0.111,9.697
8060,seated_bounce,554,510,193,1496,1829,1020,1211,646,1.0001,0.0121,0.0042,-0.0036,0.025,0.045,9.188
8080,seated_bounce,576,539,183,784,988,456,601,284,0.9986,0.0086,-0.0168,-0.0224,0.037,-0.016,8.756
8100,seated_bounce,541,525,206,208,284,120,174,83,1.0124,0.002,-0.0318,-0.0336,0.037,-0.062,8.453
8120,seated_bounce,580,533,200,21,19,32,17,10,1.0136,-0.0007,-0.0103,-0.0028,-0.056,-0.029,8.316
8140,seated_bounce,555,517,206,67,95,46,48,31,0.9865,0.007,0.0083,0.0206,0.032,-0.018,8.362
8160,seated_bounce,556,534,196,437,610,259,380,150,0.9773,0.0199,-0.0167,0.0085,0.079,-0.023,8.585
8180,seated_bounce,537,536,190,1108,1413,750,874,472,0.9997,0.0248,-0.0111,0.0168,0.046,-0.06,8.959
8200,seated_bounce,562,518,196,1701,2022,1294,1543,865,0.9992,0.0028,0.0055,-0.0359,0.06,-0.018,9.437
8220,seated_bounce,511,493,180,2273,2650,1775,2039,1160,0.9973,0.0029,0.0478,0.0089,0.009,0.073,9.961
8240,seated_bounce,573,514,176,2643,2936,2191,2410,1457,1.009,0.0069,-0.026,-0.0191,0.061,-0.005,10.466
8260,seated_bounce,565,531,195,2927,3154,2356,2567,1743,1.001,0.005,0.0248,0.0114,-0.011,0.053,10.89
8280,seated_bounce,536,550,180,3023,3263,2576,2744,1781,0.9974,0.0004,-0.0023,-0.0094,-0.039,-0.053,11.183
8300,seated_bounce,557,542,195,3070,3261,2606,2772,1937,0.9848,0.013,0.0222,-0.0028,0.028,0.022,11.307
8320,seated_bounce,537,487,192,3034,3201,2530,2775,1972,1.0128,0.0092,-0.0017,0.0093,-0.033,0.05,11.248
8340,seated_bounce,576,530,196,2893,3170,2463,2695,1831,1.0121,-0.0248,-0.0332,-0.0021,-0.012,0.043,11.012
8360,seated_bounce,562,519,180,2710,3023,2308,2441,1570,1.003,0.0148,-0.0187,0.0324,-0.032,-0.071,10.63
8380,seated_bounce,544,522,204,2404,2777,1932,2133,1343,0.986,-0.0193,-0.0456,-0.0265,0.002,-0.079,10.146
8400,seated_bounce,542,544,192,1986,2305,1523,1748,964,1.0024,0.0148,-0.0036,0.0109,0.031,-0.012,9.622
8420,seated_bounce,565,553,193,1388,1609,969,1114,593,0.9991,0.0361,0.0152,0.0446,-0.002,-0.071,9.121
8440,seated_bounce,563,505,203,694,868,389,475,258,1.0086,-0.0323,-0.0109,-0.0128,-0.024,-0.095,8.704
8460,seated_bounce,546,536,197,147,201,86,135,63,1.0016,-0.0032,-0.0302,-0.0016,0.045,0.062,8.422
8480,seated_bounce,570,514,190,14,20,21,21,14,0.993,0.0169,-0.0201,-0.0183,-0.057,0.041,8.311
8500,seated_bounce,535,506,202,103,116,63,74,41,0.9904,0.003,0.0067,-0.0201,-0.035,-0.001,8.383
8520,seated_bounce,584,537,181,531,694,308,405,196,1.005,-0.0144,0.0242,0.0033,0.069,0.027,8.631
8540,seated_bounce,567,551,200,1210,1593,775,1003,490,0.9878,-0.0488,0.0447,-0.0011,-0.013,0.007,9.022
8560,seated_bounce,504,525,196,1877,2208,1346,1654,852,0.9808,0.0163,-0.0016,-0.0167,0.014,0.045,9.51
8580,seated_bounce,553,528,203,2343,2645,1853,2037,1214,0.9972,-0.0049,0.0102,0.0167,-0.002,0.062,10.035
8600,seated_bounce,550,529,181,2681,2960,2194,2468,1514,0.9928,-0.0053,-0.0089,-0.0042,0.025,0.109,10.533
8620,seated_bounce,593,550,186,2948,3097,2405,2705,1786,1.0163,-0.021,0.0024,-0.0078,0.024,0.012,10.941
8640,seated_bounce,587,505,178,3032,3239,2551,2708,1826,1.0034,0.0126,0.0166,0.0256,-0.034,0.078,11.211
8660,seated_bounce,554,509,193,3039,3299,2586,2821,1937,1.0013,-0.0164,0.0002,-0.0152,0.007,-0.039,11.31
8680,seated_bounce,550,531,207,2966,3240,2508,2720,1848,1.0193,-0.0239,-0.0092,0.0124,0.036,0.064,11.224
8700,seated_bounce,560,527,206,2908,3129,2464,2641,1729,1.0046,-0.021,0.0007,-0.0279,-0.04,-0.023,10.966
8720,seated_bounce,564,545,185,2761,2981,2217,2439,1566,0.9925,-0.0335,0.0196,0.0254,0.046,0.042,10.565
8740,seated_bounce,579,578,179,2367,2678,1850,2060,1240,1.0078,-0.0004,0.0196,0.0123,-0.055,-0.059,10.073
