t_ms,activity,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
54500,foam_eo,1543,2960,242,839,8,1516,22,22,0.9974,0.0113,-0.0238,-0.0151,-0.408,0.058,9.853
54520,foam_eo,1567,2956,242,886,13,1511,16,15,1.0006,-0.0167,-0.019,0.0047,-0.311,0.04,9.829
54540,foam_eo,1643,2933,245,899,24,1490,21,14,1.0128,0.006,-0.0373,-0.0075,-0.295,0.042,9.814
54560,foam_eo,1628,2922,237,948,16,1488,11,17,1.0152,0.0222,-0.0216,0.0239,-0.104,0.06,9.821
54580,foam_eo,1645,2954,232,945,20,1519,17,12,0.9958,-0.0226,0.005,0.0381,-0.237,0.042,9.855
54600,foam_eo,1742,2892,250,953,12,1494,11,17,1.0012,-0.0058,-0.0109,0.005,-0.469,0.044,9.824
54620,foam_eo,1837,2863,238,986,21,1479,19,20,1.0125,-0.0213,0.0143,0.0144,-0.367,0.023,9.749
54640,foam_eo,1858,2859,237,1047,15,1452,19,2,1.0052,-0.0185,-0.0191,-0.0184,-0.497,0.02,9.846
54660,foam_eo,1965,2805,238,1069,10,1434,20,21,0.9779,0.009,0.0275,0.0436,-0.26,0.079,9.837
54680,foam_eo,1906,2841,243,1084,13,1401,21,17,0.99,0.0175,0.0159,-0.0143,-0.301,0.095,9.771
54700,foam_eo,1964,2783,237,1107,15,1378,12,12,0.9958,-0.003,0.0164,-0.0242,-0.445,0.083,9.775
54720,foam_eo,2054,2735,240,1153,11,1380,17,21,0.9853,-0.0053,-0.0051,-0.0028,-0.231,0.04,9.773
54740,foam_eo,2112,2750,249,1156,13,1378,28,21,0.9919,-0.0176,0.0069,-0.034,-0.063,0.087,9.825
54760,foam_eo,2084,2730,245,1166,14,1421,19,9,1.0099,0.0021,0.0108,-0.0472,-0.268,-0.013,9.803
54780,foam_eo,2144,2702,240,1225,22,1366,12,19,0.9957,-0.018,-0.0059,0.0274,-0.487,0.059,9.815
54800,foam_eo,2181,2632,242,1249,11,1380,14,21,1.0096,-0.0064,0.009,0.0464,-0.472,0.04,9.803
54820,foam_eo,2223,2629,235,1265,12,1314,18,10,0.995,0.0119,-0.0132,0.0088,-0.378,0.027,9.774
54840,foam_eo,2315,2603,243,1275,15,1355,12,14,1.0023,0.0062,0.0022,0.007,-0.219,0.023,9.753
54860,foam_eo,2299,2579,239,1281,16,1325,12,15,1.0139,-0.0175,0.0056,-0.0062,-0.116,0.013,9.75
54880,foam_eo,2287,2550,238,1308,19,1297,11,7,0.9976,0.0304,0.0253,-0.0051,0.005,0.094,9.766
54900,foam_eo,2271,2571,237,1324,19,1319,13,11,1.0212,0.0027,-0.0077,-0.0013,-0.125,-0.019,9.803
54920,foam_eo,2267,2598,241,1295,11,1287,18,18,1.0154,0.0193,-0.0569,0.0026,-0.232,-0.04,9.799
54940,foam_eo,2311,2563,240,1326,20,1290,13,3,0.9989,0.0072,0.0075,0.01,-0.113,-0.044,9.837
54960,foam_eo,2357,2517,247,1342,11,1271,9,14,1.0123,-0.0105,-0.0049,-0.0023,-0.215,-0.001,9.81
54980,foam_eo,2342,2537,231,1349,10,1246,11,10,0.9931,-0.0096,-0.0242,-0.0285,-0.084,-0.046,9.786
55000,foam_eo,2348,2521,247,1348,12,1275,8,15,0.9999,0.0048,0.0064,-0.0182,-0.204,-0.076,9.768
55020,foam_eo,2411,2518,243,1348,15,1267,16,14,1.003,0.0335,0.0242,0.0332,-0.138,-0.007,9.808
55040,foam_eo,2353,2561,236,1355,4,1305,9,8,1.0053,0.0214,0.0126,-0.0218,0.2,-0.047,9.838
55060,foam_eo,2386,2526,241,1364,13,1252,11,9,1.017,-0.0202,0.0131,-0.0584,0.172,-0.014,9.794
55080,foam_eo,2375,2544,246,1295,13,1281,19,13,1.0039,-0.0264,0.001,-0.0051,0.224,-0.039,9.815
55100,foam_eo,2319,2604,236,1301,17,1250,10,14,0.9858,-0.0199,-0.0132,0.0137,0.196,-0.061,9.846
55120,foam_eo,2308,2612,250,1282,21,1259,17,18,1.0097,0.0025,-0.0142,-0.0086,0.019,-0.047,9.865
55140,foam_eo,2322,2591,242,1285,14,1261,15,19,1.0001,-0.0147,-0.0051,0.0149,0.076,-0.063,9.8
55160,foam_eo,2326,2603,258,1269,23,1279,15,8,1.0156,0.0131,0.0364,0.0066,0.107,-0.039,9.788
55180,foam_eo,2301,2590,249,1246,12,1305,3,11,0.9972,0.0303,0.0113,0.0289,-0.13,-0.135,9.81
55200,foam_eo,2324,2604,231,1279,20,1218,16,20,0.9987,0.0169,0.0022,-0.0344,-0.338,-0.109,9.795
55220,foam_eo,2399,2600,237,1271,21,1241,15,10,1.0089,-0.0176,0.0163,-0.0042,0.007,-0.111,9.829
55240,foam_eo,2354,2587,234,1243,16,1245,18,20,0.9894,0.0189,-0.0399,-0.0098,0.082,-0.145,9.792
55260,foam_eo,2372,2571,239,1288,18,1200,11,11,0.9859,0.0202,0.0027,0.0139,-0.18,-0.213,9.81
55280,foam_eo,2403,2579,237,1305,5,1177,21,17,1.0034,0.0261,0.0111,0.0107,-0.231,-0.104,9.848
55300,foam_eo,2429,2529,244,1241,15,1167,8,15,1.0025,-0.0036,0.0268,-0.0164,-0.224,-0.148,9.797
55320,foam_eo,2422,2496,246,1259,17,1145,14,10,0.984,-0.0091,-0.0039,-0.0493,-0.003,-0.167,9.783
55340,foam_eo,2427,2545,236,1257,14,1133,18,15,0.9996,-0.0112,0.0179,-0.0198,0.072,-0.168,9.783
55360,foam_eo,2387,2564,238,1245,15,1146,14,8,0.9946,0.0271,0.0015,0.0167,-0.333,-0.208,9.778
55380,foam_eo,2497,2506,240,1268,19,1103,21,16,0.9911,-0.011,-0.0007,0.0197,-0.36,-0.221,9.813
55400,foam_eo,2490,2534,234,1248,16,1069,6,13,1.0109,-0.0061,-0.0392,-0.0052,-0.185,-0.133,9.809
55420,foam_eo,2497,2505,240,1248,7,1026,12,18,0.9846,0.0118,0.0184,0.0166,-0.105,-0.148,9.796
55440,foam_eo,2531,2503,236,1249,22,1019,19,14,1.0208,0.0179,0.0164,0.0036,-0.132,-0.153,9.848
55460,foam_eo,2545,2503,254,1252,13,988,18,20,0.9878,0.0059,0.0056,0.0113,-0.316,-0.239,9.822
55480,foam_eo,2624,2435,247,1243,11,963,9,12,1.0045,0.008,-0.0057,0.012,-0.45,-0.147,9.843
55500,foam_eo,2645,2416,238,1231,12,959,14,13,1.0097,0.0019,-0.0028,-0.0215,-0.337,-0.149,9.839
55520,foam_eo,2649,2391,237,1252,16,930,20,9,1.0034,0.0083,0.0088,0.0148,-0.344,-0.179,9.812
55540,foam_eo,2701,2378,246,1285,14,890,20,25,0.9945,0.0118,-0.0174,-0.041,-0.393,-0.22,9.785
55560,foam_eo,2729,2339,228,1237,11,865,13,16,1.0027,-0.0049,0.0028,0.0194,-0.17,-0.193,9.84
55580,foam_eo,2719,2325,242,1293,10,851,10,13,0.9897,-0.0093,-0.0163,0.0201,-0.148,-0.164,9.766
55600,foam_eo,2753,2285,249,1254,9,836,16,20,0.9983,-0.0159,-0.0191,-0.016,-0.293,-0.152,9.839
55620,foam_eo,2761,2328,243,1277,24,799,13,17,1.002,0.0298,-0.007,-0.0114,-0.262,-0.088,9.783
55640,foam_eo,2790,2261,244,1293,7,761,14,13,1.017,0.0037,-0.0016,0.0294,-0.315,-0.133,9.836
55660,foam_eo,2819,2200,237,1253,21,755,20,19,1.003,0.0055,0.0018,-0.0118,-0.206,-0.172,9.817
55680,foam_eo,2860,2220,243,1224,12,718,14,12,0.998,0.0211,0.0018,0.0158,-0.206,-0.182,9.801
55700,foam_eo,2824,2213,232,1263,15,714,11,21,1.0034,-0.0136,-0.002,-0.0014,-0.458,-0.192,9.841
55720,foam_eo,2909,2088,240,1266,15,649,18,17,0.9993,0.0036,-0.0062,-0.0057,-0.532,-0.183,9.847
55740,foam_eo,2939,2087,230,1291,9,648,13,11,0.9924,0.026,0.0124,0.0251,-0.411,-0.115,9.765
55760,foam_eo,2957,2060,241,1273,8,626,14,23,1.0022,0.0249,-0.0329,0.0052,-0.309,-0.11,9.787
55780,foam_eo,2953,1989,227,1290,9,606,20,8,0.9898,0.0157,-0.0046,0.0387,-0.106,-0.128,9.836
55800,foam_eo,2989,1958,244,1252,18,605,16,11,0.9832,0.0295,-0.0371,-0.0081,0.347,-0.106,9.798
55820,foam_eo,2947,2046,249,1278,18,601,14,16,0.9995,-0.0346,0.0014,0.0081,-0.022,-0.105,9.816
55840,foam_eo,2958,1990,243,1261,12,599,16,25,1.0003,-0.0192,0.0005,0.0072,-0.541,-0.087,9.765
55860,foam_eo,3004,1915,253,1258,19,556,15,9,0.9821,-0.0128,0.006,-0.0575,-0.276,-0.041,9.809
55880,foam_eo,2990,1919,233,1258,19,562,15,12,1.0054,-0.0232,-0.0198,-0.0077,-0.096,0.02,9.787
55900,foam_eo,3023,1896,237,1285,10,562,7,10,0.9825,0.0169,0.004,-0.0148,-0.095,-0.017,9.773
55920,foam_eo,3034,1890,235,1297,20,540,14,14,1.0022,0.02,-0.0125,0.0502,0.081,0.002,9.862
55940,foam_eo,2995,1914,249,1285,9,557,18,16,1.0195,-0.0216,-0.0227,-0.0003,0.087,0.009,9.851
55960,foam_eo,3005,1896,254,1261,20,567,10,14,0.9894,-0.0228,-0.0012,-0.003,0.027,0.049,9.776
55980,foam_eo,2985,1960,254,1285,18,554,17,18,0.9961,-0.0505,0.0104,0.016,0.067,0.005,9.787
56000,foam_eo,2982,1936,252,1270,13,559,12,5,0.997,-0.0225,0.0184,-0.0025,-0.124,0.091,9.792
56020,foam_eo,2995,1906,238,1280,13,543,15,19,0.9916,0.0068,0.0032,-0.0096,-0.043,-0.003,9.78
56040,foam_eo,2994,1949,249,1278,7,567,18,18,0.9973,0.0048,-0.0035,0.0423,-0.021,-0.05,9.779
56060,foam_eo,3020,1895,231,1300,12,560,18,6,0.9995,-0.0325,-0.0066,0.005,-0.012,0.047,9.767
56080,foam_eo,2997,1941,231,1269,28,562,17,16,1.0029,-0.0131,-0.0452,-0.0284,0.182,-0.012,9.831
56100,foam_eo,2979,1930,234,1301,7,581,11,12,0.9943,-0.0199,0.0141,0.033,0.096,0.047,9.806
56120,foam_eo,3021,1940,246,1292,7,561,16,15,0.9956,-0.0176,0.0143,-0.0146,0.085,0.104,9.786
56140,foam_eo,2971,1959,239,1276,18,567,18,12,1.029,0.0021,0.0121,0.0198,0.266,0.071,9.828
56160,foam_eo,2958,2038,241,1258,9,628,3,10,1.0081,-0.0482,-0.0366,0.0096,0.283,0.024,9.846
56180,foam_eo,2913,2050,244,1314,14,610,23,18,0.9971,-0.0098,0.0266,-0.0081,0.104,0.073,9.754
56200,foam_eo,2946,2071,245,1273,16,628,7,10,1.0207,-0.015,-0.0061,-0.0206,0.211,0.101,9.776
56220,foam_eo,2924,2103,234,1280,6,657,11,5,1.0085,-0.0285,0.0159,-0.004,0.249,0.026,9.799
56240,foam_eo,2918,2145,240,1234,7,663,27,11,1.0139,0.0065,-0.0185,0.0024,0.139,0.029,9.857
56260,foam_eo,2911,2163,245,1246,19,673,15,8,1.0084,-0.05,0.0027,-0.0133,0.023,0.085,9.815
56280,foam_eo,2909,2146,245,1279,8,660,11,20,1.0065,0.0166,-0.0109,-0.0244,0.212,0.071,9.796
56300,foam_eo,2875,2173,243,1226,17,694,10,12,1.0111,-0.0095,-0.0239,-0.0056,0.232,0.124,9.828
56320,foam_eo,2890,2205,248,1237,15,714,13,10,0.994,-0.0123,0.0127,-0.0123,0.268,0.08,9.802
56340,foam_eo,2850,2227,241,1223,16,747,11,1,1.0054,-0.0093,-0.0,0.027,0.275,0.029,9.762
56360,foam_eo,2803,2315,237,1229,16,757,19,11,0.9935,0.0103,0.0115,-0.0085,0.15,0.057,9.828
56380,foam_eo,2804,2307,240,1208,13,749,0,14,0.9963,-0.01,-0.0025,0.019,0.215,0.093,9.784
56400,foam_eo,2772,2308,237,1202,20,799,13,15,0.9992,-0.0002,-0.0024,-0.0347,0.176,0.053,9.84
56420,foam_eo,2804,2355,235,1225,7,771,7,9,0.9897,0.0165,0.0026,0.0074,-0.096,0.03,9.804
56440,foam_eo,2790,2282,239,1224,20,784,10,16,0.9864,-0.0018,-0.0115,-0.0154,0.046,0.062,9.833
56460,foam_eo,2814,2293,250,1218,17,783,14,12,0.9986,-0.0134,-0.0063,0.0012,0.17,0.1,9.835
56480,foam_eo,2749,2314,239,1197,15,804,13,14,0.9901,0.0119,0.0065,0.0236,0.114,0.022,9.842
56500,foam_eo,2763,2323,241,1205,20,821,19,14,0.9822,-0.0073,0.0047,0.0143,0.281,0.059,9.777
56520,foam_eo,2735,2340,221,1223,16,799,12,15,1.0034,-0.0125,0.0171,-0.0435,0.251,0.074,9.834
56540,foam_eo,2702,2366,241,1239,5,814,20,14,0.9932,-0.004,-0.0273,-0.004,0.404,0.083,9.803
56560,foam_eo,2659,2484,240,1214,20,880,9,14,1.006,-0.0122,0.0238,0.0062,0.386,0.036,9.809
56580,foam_eo,2636,2466,237,1209,6,913,12,7,0.9957,-0.002,-0.0233,0.0058,0.248,0.011,9.834
56600,foam_eo,2630,2481,248,1129,14,893,24,9,1.0126,-0.0012,0.0028,-0.0339,0.337,0.001,9.822
56620,foam_eo,2596,2521,243,1135,14,922,17,8,1.0173,-0.0111,-0.0237,-0.0077,0.144,-0.081,9.85
56640,foam_eo,2596,2513,251,1136,11,908,8,23,1.0004,-0.005,0.0075,0.0566,0.133,-0.042,9.877
56660,foam_eo,2563,2492,241,1111,14,917,11,20,1.0042,-0.0179,0.0184,-0.0085,-0.138,-0.069,9.841
56680,foam_eo,2630,2499,255,1178,13,914,17,22,0.9981,-0.0078,0.0178,-0.0201,-0.36,-0.036,9.864
56700,foam_eo,2664,2449,250,1167,15,909,14,15,0.9997,0.0056,-0.0096,0.0241,-0.224,0.052,9.779
56720,foam_eo,2713,2473,252,1176,17,880,10,15,0.9941,0.0064,-0.0196,0.016,-0.307,-0.073,9.82
56740,foam_eo,2687,2421,255,1185,17,879,23,11,1.0128,0.0307,0.0174,0.0109,-0.187,-0.035,9.823
56760,foam_eo,2710,2371,248,1184,16,850,17,21,1.0025,-0.0214,-0.0125,0.0013,-0.178,-0.02,9.812
56780,foam_eo,2699,2413,250,1215,8,825,10,16,0.9876,-0.0067,0.0041,0.0083,-0.254,-0.024,9.816
56800,foam_eo,2728,2376,235,1196,10,824,10,13,1.011,-0.0047,-0.0006,-0.0089,-0.105,-0.02,9.824
56820,foam_eo,2730,2334,234,1191,28,827,10,14,0.997,-0.0271,-0.0118,0.0115,-0.166,-0.072,9.801
56840,foam_eo,2753,2365,246,1222,16,809,25,8,1.0052,-0.0033,0.0326,-0.0277,-0.277,-0.057,9.764
56860,foam_eo,2781,2280,239,1233,9,765,18,15,0.9977,0.0096,-0.0036,-0.0122,-0.184,-0.081,9.795
56880,foam_eo,2786,2325,258,1215,15,765,15,3,1.0135,-0.0011,-0.0189,0.0167,-0.052,-0.092,9.868
56900,foam_eo,2777,2335,247,1251,9,756,15,8,0.9849,-0.0489,-0.0152,0.0023,-0.059,-0.034,9.826
56920,foam_eo,2829,2303,250,1234,12,778,12,12,0.996,0.025,0.0169,-0.0038,-0.151,-0.039,9.796
56940,foam_eo,2810,2270,235,1236,16,734,17,15,1.0147,0.012,0.0129,0.0236,-0.328,-0.11,9.811
56960,foam_eo,2867,2226,231,1246,8,732,9,18,1.0112,0.0272,0.008,0.0236,-0.03,-0.004,9.843
56980,foam_eo,2835,2260,240,1247,22,729,15,16,0.9996,-0.0175,0.0149,0.025,0.06,-0.025,9.779
57000,foam_eo,2817,2230,243,1226,7,708,16,8,0.9987,0.0354,-0.0086,0.0013,-0.047,-0.058,9.818
57020,foam_eo,2802,2303,236,1164,14,756,12,14,0.9974,0.0182,-0.0104,0.0598,-0.066,-0.112,9.818
57040,foam_eo,2833,2269,232,1256,9,716,11,18,1.0046,0.0134,-0.0026,-0.0205,-0.137,-0.071,9.832
57060,foam_eo,2842,2225,244,1232,9,716,16,10,0.9966,0.0081,-0.0288,0.0232,-0.066,-0.037,9.784
57080,foam_eo,2835,2228,239,1211,13,692,11,14,1.0044,-0.0123,0.0336,-0.0345,0.083,-0.016,9.787
57100,foam_eo,2845,2243,239,1210,10,679,19,17,1.0008,-0.0322,0.0004,-0.0042,-0.078,-0.052,9.829
57120,foam_eo,2870,2184,244,1197,14,684,6,12,0.9994,-0.0049,-0.0115,0.0235,-0.331,-0.031,9.833
57140,foam_eo,2879,2154,240,1214,12,672,17,0,1.0005,0.018,-0.0047,-0.0161,-0.186,-0.075,9.784
57160,foam_eo,2876,2126,235,1261,24,673,13,20,0.9716,-0.0278,0.0188,0.0157,-0.094,-0.048,9.815
57180,foam_eo,2906,2152,242,1205,18,664,17,10,0.9899,-0.0086,-0.0036,-0.0296,0.015,0.036,9.793
57200,foam_eo,2881,2178,248,1234,17,681,16,22,0.9916,-0.0208,0.0071,-0.0004,0.289,-0.025,9.745
57220,foam_eo,2873,2194,247,1203,18,672,11,17,1.0122,0.0148,0.0185,0.0104,0.266,-0.062,9.815
57240,foam_eo,2845,2279,241,1203,14,703,8,12,1.0206,0.0189,-0.0474,-0.0232,0.325,-0.0,9.843
57260,foam_eo,2835,2272,232,1156,18,701,15,11,0.9892,0.0166,0.0001,-0.0005,0.366,0.011,9.79
57280,foam_eo,2804,2335,245,1192,15,745,15,6,0.9993,0.0021,0.0021,-0.0122,0.105,0.1,9.778
57300,foam_eo,2784,2331,243,1193,6,720,8,12,1.0043,0.0232,-0.0198,-0.0273,0.136,-0.007,9.863
57320,foam_eo,2818,2328,237,1151,7,745,14,19,0.997,0.0361,0.0113,0.0004,0.102,0.097,9.819
57340,foam_eo,2783,2342,239,1154,9,757,5,14,0.9973,-0.0005,0.0356,-0.0007,0.181,0.05,9.762
57360,foam_eo,2785,2392,241,1145,13,775,10,23,1.017,-0.0398,0.0303,0.0328,0.141,-0.038,9.779
57380,foam_eo,2737,2424,245,1155,18,769,17,22,1.0049,0.0035,-0.0059,-0.0179,-0.021,-0.033,9.767
57400,foam_eo,2773,2371,241,1126,19,740,10,11,1.002,-0.0074,-0.0208,-0.0217,0.104,-0.069,9.786
57420,foam_eo,2730,2390,250,1134,14,735,15,11,0.9984,-0.0116,0.005,-0.0069,0.209,0.012,9.881
57440,foam_eo,2717,2390,243,1144,23,752,13,12,1.0065,-0.0023,-0.0057,-0.0043,0.152,0.021,9.797
57460,foam_eo,2772,2442,244,1131,14,770,4,10,1.0041,0.0018,0.0108,0.0101,0.064,0.029,9.78
57480,foam_eo,2756,2435,237,1102,14,775,10,15,1.0028,-0.0138,-0.0053,-0.0083,0.135,-0.034,9.85
57500,foam_eo,2697,2449,236,1117,20,791,11,17,1.0267,-0.018,-0.001,0.0035,0.272,0.055,9.822
57520,foam_eo,2673,2469,257,1045,8,798,10,9,1.0094,0.0597,0.0338,-0.0141,0.172,-0.015,9.768
57540,foam_eo,2661,2492,233,1103,17,761,13,15,1.0022,0.0149,-0.0338,0.0233,0.028,-0.039,9.785
57560,foam_eo,2655,2481,240,1076,17,791,7,17,1.0008,0.0214,0.0159,0.0394,-0.096,0.025,9.787
57580,foam_eo,2696,2460,238,1120,21,802,8,7,0.9935,-0.0104,-0.0126,0.0152,-0.202,0.063,9.849
57600,foam_eo,2723,2463,238,1076,8,805,2,11,0.995,-0.0155,0.0022,-0.0146,0.088,0.103,9.807
57620,foam_eo,2716,2503,248,1063,8,779,12,14,1.0252,-0.0244,-0.0472,0.0076,0.065,-0.038,9.768
57640,foam_eo,2725,2453,249,1124,10,804,10,12,1.0036,-0.0102,-0.0335,0.0112,0.13,0.022,9.778
57660,foam_eo,2672,2494,248,1083,16,806,19,17,1.0019,0.011,0.0167,0.0226,0.378,0.033,9.825
57680,foam_eo,2649,2549,240,1057,13,835,19,17,1.0036,-0.016,0.0401,0.0038,0.133,-0.005,9.808
57700,foam_eo,2617,2566,230,1052,16,802,13,18,0.9842,0.0184,0.0205,-0.0166,-0.054,-0.08,9.773
57720,foam_eo,2656,2516,234,1045,10,800,10,12,0.9843,0.0118,0.0058,-0.015,-0.128,-0.033,9.81
57740,foam_eo,2689,2500,246,1052,7,806,8,16,0.9925,-0.0001,-0.009,-0.0064,-0.167,0.035,9.823
57760,foam_eo,2684,2478,246,1098,21,789,23,12,0.9845,-0.0058,-0.0067,-0.0245,-0.233,0.063,9.789
57780,foam_eo,2706,2440,243,1093,17,794,15,25,1.0008,0.0062,-0.003,-0.0156,-0.347,-0.034,9.85
57800,foam_eo,2782,2383,238,1105,9,790,9,9,1.0083,0.0152,0.017,0.0003,-0.021,-0.001,9.785
57820,foam_eo,2739,2452,245,1103,14,814,10,17,1.0104,0.0045,0.0187,-0.0095,-0.035,-0.069,9.759
57840,foam_eo,2724,2414,240,1122,17,766,6,21,1.0121,-0.0076,0.024,0.037,-0.08,-0.075,9.812
57860,foam_eo,2754,2425,238,1095,22,750,11,19,1.0061,-0.0241,-0.0358,0.0104,-0.094,0.007,9.755
57880,foam_eo,2728,2382,229,1122,15,755,16,24,0.9931,0.0449,0.0011,-0.0057,-0.328,-0.012,9.732
57900,foam_eo,2761,2315,235,1155,21,732,11,14,1.0064,0.0411,0.0064,-0.0222,-0.436,-0.015,9.748
57920,foam_eo,2801,2279,253,1171,9,700,10,17,0.9968,-0.0123,0.0271,0.0039,-0.343,-0.055,9.869
57940,foam_eo,2862,2274,239,1187,17,699,12,19,1.0001,-0.0071,0.0127,-0.0253,-0.132,-0.126,9.842
57960,foam_eo,2864,2256,243,1180,18,680,13,7,0.9982,0.0355,0.0025,0.0097,-0.098,-0.036,9.789
57980,foam_eo,2833,2239,231,1184,18,680,21,9,0.9978,0.0153,0.0083,-0.0109,-0.161,-0.052,9.746
58000,foam_eo,2847,2188,245,1195,4,649,26,21,1.0066,-0.003,0.0169,0.0195,-0.151,-0.119,9.782
58020,foam_eo,2848,2278,243,1169,8,669,20,9,0.9903,-0.006,0.0294,0.0107,-0.056,-0.127,9.791
58040,foam_eo,2896,2237,245,1154,23,633,13,18,0.9893,-0.0287,-0.0055,0.0229,-0.081,-0.098,9.781
58060,foam_eo,2879,2202,249,1134,21,623,13,11,0.9984,0.0104,0.0007,0.0146,-0.086,-0.127,9.78
58080,foam_eo,2918,2202,246,1161,10,619,14,24,0.9938,-0.0,-0.0094,-0.0034,-0.163,-0.117,9.874
58100,foam_eo,2888,2230,239,1136,10,618,12,21,0.9933,-0.0279,-0.0052,-0.0211,-0.164,-0.193,9.81
58120,foam_eo,2892,2178,241,1160,13,577,9,9,0.9929,-0.0003,-0.0105,-0.0037,-0.339,-0.252,9.802
58140,foam_eo,2957,2081,239,1123,18,547,7,18,0.9951,0.0103,-0.0114,0.0118,-0.196,-0.155,9.772
58160,foam_eo,2969,2103,250,1105,11,536,13,19,1.0171,0.0144,-0.0041,-0.0333,-0.08,-0.106,9.784
58180,foam_eo,3012,2112,237,1123,13,555,6,23,1.0179,0.0213,0.0436,-0.0232,-0.125,-0.108,9.803
58200,foam_eo,2992,2076,244,1108,16,519,15,17,0.997,-0.0028,-0.0021,-0.0257,-0.219,-0.157,9.802
58220,foam_eo,3002,2029,233,1105,9,503,17,19,0.9952,0.0389,-0.0041,0.0164,0.076,-0.172,9.844
58240,foam_eo,3008,2068,242,1078,15,487,19,15,0.9936,-0.0013,-0.0079,-0.0136,0.206,-0.074,9.808
58260,foam_eo,2964,2089,237,1066,18,503,15,9,0.9897,-0.0125,0.0197,-0.0268,0.154,-0.1,9.779
58280,foam_eo,3000,2152,229,1041,19,513,15,11,1.0058,-0.0565,0.0181,0.0039,0.115,-0.235,9.844
58300,foam_eo,2960,2179,230,1020,14,492,16,19,0.9929,0.0057,0.0011,0.0093,0.152,-0.175,9.804
58320,foam_eo,2931,2196,232,1003,17,514,26,14,0.9906,0.0284,0.0087,0.0116,0.239,-0.215,9.816
58340,foam_eo,2963,2225,242,979,16,493,17,14,1.0036,-0.0341,0.048,-0.0125,0.194,-0.167,9.809
58360,foam_eo,2939,2248,236,942,18,484,14,9,1.0034,0.0107,-0.0273,-0.0118,0.308,-0.207,9.771
58380,foam_eo,2935,2271,246,926,10,504,22,15,0.9809,0.0125,0.0028,-0.0142,0.207,-0.074,9.826
58400,foam_eo,2948,2292,232,920,16,504,22,13,1.0019,-0.0086,-0.0114,-0.012,0.279,-0.075,9.865
58420,foam_eo,2897,2354,252,849,13,493,15,25,1.0047,0.0054,-0.0128,-0.0145,0.382,-0.167,9.791
58440,foam_eo,2888,2359,245,863,20,528,18,15,0.9968,0.026,0.0033,-0.0023,0.33,-0.127,9.859
58460,foam_eo,2877,2438,237,858,20,507,9,11,1.0199,-0.0166,0.0164,-0.0132,0.297,-0.179,9.798
58480,foam_eo,2857,2462,232,791,20,490,5,15,1.0021,0.0213,-0.0308,-0.0241,0.262,-0.133,9.801
58500,foam_eo,2839,2472,243,773,13,497,12,8,1.0023,-0.022,-0.0275,0.0327,0.458,-0.137,9.808
58520,foam_eo,2833,2532,251,727,12,498,11,9,1.0106,-0.0111,0.0262,0.0059,0.436,-0.095,9.785
58540,foam_eo,2801,2580,235,726,12,514,24,20,0.9987,0.0062,-0.0101,-0.0076,0.402,-0.107,9.79
58560,foam_eo,2727,2630,240,690,15,537,12,8,1.0053,-0.0289,-0.0402,0.0003,0.646,-0.093,9.746
58580,foam_eo,2708,2694,241,672,20,525,15,21,0.9945,0.0042,0.0106,0.0217,0.46,-0.13,9.836
58600,foam_eo,2686,2730,244,649,18,527,13,7,1.0104,-0.0114,0.0083,-0.0049,0.293,-0.146,9.842
58620,foam_eo,2662,2759,236,618,11,527,19,13,1.0139,-0.0135,-0.0013,-0.0039,0.485,-0.132,9.805
58640,foam_eo,2571,2771,225,583,10,544,17,15,1.0015,0.0347,-0.0294,0.0017,0.634,-0.166,9.804
58660,foam_eo,2572,2876,256,536,5,537,12,10,0.9925,-0.0281,0.0223,-0.0141,0.503,-0.071,9.788
58680,foam_eo,2496,2889,242,524,9,563,27,9,1.0092,-0.0088,-0.0567,0.0047,0.409,-0.061,9.771
58700,foam_eo,2423,2891,232,519,8,559,19,23,1.0038,-0.0299,-0.0008,0.0388,0.486,-0.022,9.797
58720,foam_eo,2325,2938,242,494,14,590,13,16,1.0063,-0.0113,-0.0258,0.0154,0.292,0.055,9.868
58740,foam_eo,2350,2950,246,500,20,600,8,12,0.9821,0.0148,0.0019,-0.0111,0.205,0.083,9.793
58760,foam_eo,2324,2977,239,502,16,614,14,12,0.9989,-0.0206,0.0406,0.0404,0.207,0.029,9.85
58780,foam_eo,2302,2961,245,485,12,600,12,17,1.0046,-0.011,0.0269,-0.0043,0.257,0.044,9.803
58800,foam_eo,2274,2990,245,480,19,596,14,11,1.0071,0.0031,-0.0236,0.0325,0.295,0.046,9.842
58820,foam_eo,2217,2985,230,481,12,627,11,12,1.0111,-0.0051,-0.0193,-0.0099,0.441,0.014,9.795
58840,foam_eo,2184,3037,233,463,18,669,23,13,0.9946,-0.0034,0.0102,-0.0027,0.245,0.008,9.84
58860,foam_eo,2162,3017,259,478,10,663,10,15,0.9931,0.0046,0.0274,0.0115,-0.208,0.046,9.789
58880,foam_eo,2228,2999,239,471,13,628,6,2,0.9892,0.0397,0.0192,-0.01,-0.122,0.079,9.81
58900,foam_eo,2170,2991,240,464,15,647,16,19,0.9995,0.0415,0.0182,0.0043,-0.104,0.063,9.826
58920,foam_eo,2221,2991,257,489,13,626,7,13,1.0201,-0.0335,0.0079,-0.0351,-0.112,0.138,9.789
58940,foam_eo,2199,3024,238,519,7,662,12,12,1.0166,0.0138,0.0217,0.002,0.186,0.144,9.819
