t_ms,mode,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
4740,shoe,22,34,1153,1613,1680,639,31,14,0.9883,0.0298,-0.0057,0.0197,0.693,0.55,8.811
4760,shoe,11,13,980,1980,2007,945,31,19,1.0007,0.0329,-0.0044,-0.0005,-1.629,1.222,9.468
4780,shoe,8,7,780,2352,2077,1153,87,29,0.9932,-0.0005,-0.0295,-0.0059,1.19,-0.371,11.919
4800,shoe,6,11,503,2310,2161,1354,181,36,1.0017,0.007,0.0021,0.0201,0.666,0.428,8.698
4820,shoe,20,20,317,2448,2236,1444,371,78,0.997,-0.0249,0.0219,0.0275,2.481,-0.249,9.917
4840,shoe,18,14,188,2449,2133,1488,695,158,0.9808,-0.0185,-0.0041,0.0048,-0.048,0.896,10.073
4860,shoe,10,15,113,2228,1839,1492,1116,303,1.0074,0.0107,0.028,-0.0174,-0.115,0.209,9.926
4880,shoe,20,14,62,2104,1628,1219,1468,526,0.9997,-0.0151,0.0047,0.0096,0.236,0.212,9.813
4900,shoe,13,14,35,1757,1143,1113,1723,728,1.0008,0.0,-0.0098,-0.0232,0.044,-0.757,9.308
4920,shoe,14,13,19,1392,846,786,1943,953,0.9983,-0.022,-0.0211,0.0256,-0.132,-0.241,11.603
4940,shoe,7,7,23,1007,566,578,2086,1167,0.9898,-0.0147,-0.0253,0.0049,-1.352,-0.244,8.004
4960,shoe,12,22,12,563,304,359,2068,1244,0.9995,-0.0249,-0.0153,-0.0184,-1.356,-2.795,8.886
4980,shoe,15,13,12,318,166,178,1845,1279,1.0069,0.0053,-0.0047,0.037,-0.695,0.674,11.145
5000,shoe,15,20,6,182,65,115,1624,1177,1.0157,-0.0153,-0.0224,-0.0285,-0.357,-0.0,10.304
5020,shoe,11,6,9,81,47,52,1275,1106,1.0013,0.002,-0.0063,0.0206,-1.455,-0.154,9.121
5040,shoe,19,17,12,42,20,24,876,803,0.9939,0.011,0.0341,-0.007,-1.424,-0.274,9.002
5060,shoe,21,8,12,23,20,23,569,559,1.0108,-0.0078,-0.0399,-0.0103,-0.349,0.027,9.586
5080,shoe,10,7,7,7,15,19,306,367,0.9972,-0.0003,0.0044,-0.0308,0.908,0.195,12.186
5100,shoe,16,15,11,16,13,14,18,20,0.9969,0.0449,0.0021,-0.0387,-0.235,-1.01,10.254
5120,shoe,7,19,13,18,17,15,13,15,0.9991,0.0103,0.0066,0.0044,0.831,0.104,8.882
5140,shoe,16,21,1,15,22,16,8,16,1.0053,0.031,0.0057,-0.0199,1.191,0.095,10.024
5160,shoe,10,21,17,15,13,16,16,13,0.9872,0.0292,-0.0011,0.0206,0.941,0.029,9.246
5180,shoe,13,13,13,17,14,9,14,6,1.0003,0.0168,-0.0078,-0.001,-0.517,-1.15,11.159
5200,shoe,15,18,7,18,11,18,10,19,0.9987,0.01,-0.0053,0.0066,-0.496,-0.102,10.075
5220,shoe,13,11,13,10,24,24,8,13,0.9949,-0.0328,-0.0188,0.038,-2.286,-0.992,10.944
5240,shoe,19,11,16,14,20,16,20,17,1.0158,0.0092,-0.0149,-0.0337,-0.838,0.278,9.955
5260,shoe,10,15,14,16,20,13,6,14,0.9837,-0.0203,0.001,0.0023,0.573,1.031,11.645
5280,shoe,12,13,14,15,14,20,10,24,0.9989,-0.0272,0.0007,-0.0089,-1.333,0.684,10.181
5300,shoe,16,18,14,9,4,17,16,17,1.0012,-0.0019,0.0026,0.0133,1.659,-0.258,10.063
5320,shoe,14,5,17,4,16,10,17,16,1.0013,0.0222,-0.0152,-0.0036,1.757,-0.415,8.892
5340,shoe,15,20,7,16,5,14,15,14,1.0139,0.0113,-0.0248,-0.0109,-0.452,-0.434,9.431
5360,shoe,13,11,11,18,11,11,6,10,0.9785,0.0139,0.0415,-0.0164,1.13,0.278,10.161
5380,shoe,10,21,16,22,19,19,19,16,0.9959,0.015,0.0093,-0.0047,-1.737,-0.511,9.363
5400,shoe,17,20,14,16,11,7,13,20,0.9906,0.015,0.0171,-0.0291,-1.285,-0.41,12.049
5420,shoe,15,8,9,10,10,20,7,14,0.9853,-0.0215,0.0042,0.0124,-0.457,-1.945,9.8
5440,shoe,19,14,13,16,3,11,19,3,0.9933,-0.0223,0.0142,-0.0562,0.011,-0.655,9.125
5460,shoe,21,17,11,14,17,15,13,10,1.0032,0.0012,0.0196,0.01,-0.228,-0.604,10.699
5480,shoe,13,10,14,11,16,12,5,24,0.9964,0.0202,0.027,0.0097,-1.057,-0.413,9.333
5500,shoe,11,10,6,7,11,16,1,11,1.0183,-0.0013,-0.0016,0.001,2.409,0.951,10.176
5520,shoe,3529,2445,30,5,16,20,13,15,0.9842,-0.0154,0.0103,-0.0069,0.357,-1.05,9.726
5540,shoe,3630,2755,58,11,6,17,11,5,1.0026,-0.0113,0.0167,0.0183,0.351,-1.029,9.162
5560,shoe,3707,3048,121,12,9,8,15,11,1.0023,-0.01,-0.0313,0.0147,0.835,0.473,11.06
5580,shoe,3755,3091,208,14,15,13,15,10,1.0005,-0.0135,-0.0002,0.0156,0.215,-0.758,9.892
5600,shoe,3750,3077,345,14,18,15,10,18,1.0056,-0.0222,0.0071,-0.0087,-0.283,-0.122,10.789
5620,shoe,3688,3109,504,15,14,23,16,17,0.9969,0.0314,-0.0184,0.0084,-0.682,0.141,9.505
5640,shoe,3563,3047,771,24,9,11,15,17,1.0044,0.0031,-0.0123,-0.0024,-2.007,0.017,8.526
5660,shoe,3350,2893,1041,16,14,12,9,19,0.997,-0.0334,0.0224,-0.0103,1.831,-0.599,8.691
5680,shoe,2985,2445,1171,27,29,11,18,12,0.9947,0.0031,0.0084,0.0211,-1.129,0.72,9.343
5700,shoe,2399,2021,1480,30,42,16,15,23,0.9904,0.01,-0.0014,-0.0273,-2.038,1.171,9.645
5720,shoe,1475,1553,1589,63,85,25,13,13,0.9953,0.0163,-0.0109,-0.0057,-0.99,-0.776,9.86
5740,shoe,978,999,1659,124,183,32,16,19,1.0066,-0.0209,0.0032,-0.0262,-1.963,-0.207,10.272
5760,shoe,414,584,1713,264,334,73,10,25,0.9947,-0.0376,0.0668,-0.0374,2.443,0.736,8.692
5780,shoe,155,287,1654,544,573,139,10,12,1.0066,0.0452,0.0024,0.0243,0.447,-0.157,10.017
5800,shoe,49,132,1623,877,843,237,14,16,0.9977,-0.0264,-0.0201,0.0132,1.726,-0.774,8.714
5820,shoe,22,59,1414,1293,1263,430,12,14,0.9996,-0.0288,-0.0331,0.0054,1.782,-0.329,9.195
5840,shoe,14,38,1191,1630,1643,675,30,16,1.0123,0.003,0.0213,-0.024,0.697,0.652,12.119
5860,shoe,23,13,957,2045,1938,808,43,19,0.9882,0.0215,0.0099,-0.0008,0.702,-0.77,10.957
5880,shoe,17,14,700,2274,2120,1132,93,23,0.9988,0.0193,-0.0188,0.0138,-0.885,0.202,9.484
5900,shoe,18,11,549,2456,2209,1424,212,44,1.0085,-0.017,0.0278,-0.0396,-0.103,0.302,11.423
5920,shoe,17,23,323,2507,2211,1478,379,78,1.0053,-0.0001,0.0255,0.0133,-0.74,-0.502,11.087
5940,shoe,13,20,199,2460,1997,1540,715,156,1.0035,-0.0154,-0.0153,0.0076,0.052,0.444,10.61
5960,shoe,22,11,101,2382,1915,1462,1078,286,1.0135,-0.0007,-0.0146,0.0357,-0.857,0.523,11.131
5980,shoe,13,4,67,2106,1528,1239,1448,493,0.9955,-0.0142,0.0081,-0.0191,1.552,0.781,9.587
6000,shoe,7,20,34,1755,1257,1047,1765,725,1.001,0.0494,-0.0007,0.0364,0.936,0.73,9.698
6020,shoe,17,15,20,1364,926,836,1932,972,1.0172,0.0231,0.0099,0.0013,-0.13,-1.154,9.036
6040,shoe,20,8,17,979,575,570,2084,1153,0.9885,-0.0045,0.0216,0.0071,-2.047,0.7,10.335
6060,shoe,15,6,11,582,323,339,2101,1283,1.0053,-0.0034,-0.0119,0.0168,0.839,0.457,8.682
6080,shoe,16,16,14,350,151,179,1851,1257,1.0058,0.0271,0.0056,0.0457,1.083,0.764,9.357
6100,shoe,19,13,5,179,74,109,1566,1293,1.0032,-0.0145,-0.0262,0.0199,-0.084,-0.656,10.223
6120,shoe,22,15,12,88,36,54,1238,959,1.0042,-0.0059,0.0126,0.0369,-1.544,0.708,9.356
6140,shoe,17,16,14,42,36,31,850,780,0.9919,-0.01,0.0213,0.0012,0.53,0.294,10.122
6160,shoe,22,12,16,20,6,16,537,544,1.0016,-0.0001,-0.0556,0.014,1.287,-0.895,11.452
6180,shoe,16,13,12,15,13,9,292,352,0.999,0.0334,-0.0243,0.0176,-2.348,0.994,8.924
6200,shoe,24,17,20,11,15,18,15,16,1.0038,-0.0136,0.0066,-0.0266,0.694,-0.601,11.073
6220,shoe,8,13,6,15,20,4,15,6,1.0017,-0.0256,-0.0324,0.0047,-2.223,-0.783,9.195
6240,shoe,19,13,13,14,14,17,16,10,1.0182,-0.0233,0.0004,0.0042,0.097,0.314,8.969
6260,shoe,16,17,12,8,9,20,23,19,1.01,-0.0132,0.0114,0.0116,2.139,-0.464,10.013
6280,shoe,15,4,14,7,22,8,14,12,1.0209,-0.0285,0.0022,0.0324,0.112,0.286,10.736
6300,shoe,8,20,13,20,17,3,7,10,1.0101,-0.0256,0.0137,0.0136,0.588,-0.185,9.168
6320,shoe,19,16,21,8,13,10,16,11,1.0045,-0.0176,-0.002,0.0059,-0.394,0.225,9.154
6340,shoe,13,10,14,8,13,16,23,16,1.0076,0.0092,0.0213,0.0022,-0.008,0.639,9.414
6360,shoe,10,13,9,26,13,9,24,5,1.0133,0.0043,-0.0063,0.0015,2.877,-0.02,9.162
6380,shoe,11,20,26,10,15,19,14,19,0.9925,-0.0079,-0.0099,-0.0272,1.633,0.681,9.98
6400,shoe,13,17,14,7,5,17,15,15,0.9858,0.0067,-0.019,-0.0042,-0.385,0.664,9.169
6420,shoe,15,5,13,9,15,9,16,9,0.9864,0.0,-0.0359,-0.0176,-0.466,-0.644,9.581
6440,shoe,10,9,18,18,11,18,17,17,1.0078,-0.003,-0.003,-0.0271,0.022,0.671,10.129
6460,shoe,10,15,11,10,16,7,13,1,0.997,-0.0186,0.0002,0.0202,2.685,0.487,9.434
6480,shoe,16,23,13,13,15,12,12,8,0.9975,0.0152,-0.0045,-0.0187,0.256,0.111,10.849
6500,shoe,14,18,18,3,9,15,22,16,1.0015,-0.0014,-0.0201,-0.0206,1.361,0.875,9.201
6520,shoe,24,13,8,11,21,21,21,22,1.0081,-0.005,-0.009,-0.0331,-0.445,1.292,9.116
6540,shoe,12,17,12,14,18,18,14,8,0.9965,-0.0081,0.0191,0.0229,-1.557,0.597,11.644
6560,shoe,18,14,18,14,9,22,11,7,0.9925,0.0021,0.0034,0.0282,1.62,-1.132,11.165
6580,shoe,23,12,23,21,9,7,11,14,0.9955,-0.0026,0.0238,0.0078,-0.093,0.353,9.874
6600,shoe,13,16,13,16,10,30,8,15,1.0077,-0.0254,0.0083,-0.0064,-0.959,-0.094,10.557
6620,shoe,3562,2359,39,0,16,10,8,10,0.9985,-0.0129,-0.0091,0.0102,-0.847,-0.201,10.116
6640,shoe,3706,2802,70,6,20,15,13,10,1.0062,-0.0247,0.0439,0.0103,-0.821,0.276,9.351
6660,shoe,3718,2966,118,10,9,22,10,22,1.0102,-0.0595,-0.0187,0.0017,-0.742,-0.245,10.418
6680,shoe,3759,3040,189,12,10,17,15,10,0.9977,-0.0269,-0.0336,0.0052,-1.883,1.275,10.084
6700,shoe,3745,3108,299,14,16,20,12,6,0.9923,0.0505,-0.013,-0.0335,1.469,0.223,10.964
6720,shoe,3662,3116,513,17,14,8,10,12,0.9883,-0.0364,0.0043,0.0028,0.467,0.024,8.151
6740,shoe,3606,2994,768,6,15,8,12,21,0.9951,-0.0031,0.0153,-0.0087,1.192,0.618,10.536
6760,shoe,3348,2819,1012,5,16,12,2,18,0.9901,0.0142,0.0049,-0.0043,-0.421,0.631,9.96
6780,shoe,3030,2564,1283,24,22,12,16,14,1.0021,-0.0044,-0.0115,-0.0023,0.424,0.928,9.192
6800,shoe,2427,2096,1361,27,51,17,13,8,0.9875,-0.0031,0.028,-0.0279,0.204,0.502,9.424
6820,shoe,1719,1621,1558,52,90,20,21,14,1.0018,-0.0214,0.0072,0.0049,1.435,-0.017,9.446
6840,shoe,978,989,1535,121,159,29,12,29,0.9961,-0.0155,0.0038,0.0124,0.996,0.116,8.62
6860,shoe,403,592,1667,273,325,76,13,17,1.0077,-0.0153,-0.0098,-0.0435,0.438,-1.663,9.294
6880,shoe,149,292,1602,493,570,129,10,19,0.9894,-0.0245,0.0341,-0.0307,-0.793,-1.127,10.514
6900,shoe,52,123,1574,848,959,233,25,6,1.001,-0.004,0.0254,0.0285,-1.468,0.817,8.444
6920,shoe,34,49,1351,1310,1351,426,18,12,1.0069,0.0117,-0.017,-0.0301,-0.977,-0.242,9.472
6940,shoe,17,29,1255,1691,1620,639,29,12,0.9845,0.0173,0.0244,0.0141,-0.774,1.417,7.682
6960,shoe,18,21,980,2026,1993,952,40,26,1.0033,0.0335,0.0055,0.0172,-0.658,1.409,9.292
6980,shoe,15,23,658,2342,1998,1194,89,22,0.9946,0.0111,-0.005,0.0369,-1.51,-0.959,10.162
7000,shoe,18,16,517,2519,2222,1406,184,42,0.9909,0.065,0.0235,-0.0064,2.028,0.252,9.765
7020,shoe,15,12,328,2499,2198,1500,374,77,0.9852,0.003,-0.0123,-0.0154,0.329,2.251,9.85
7040,shoe,9,12,192,2529,1928,1472,699,136,1.0004,-0.0227,0.0023,-0.0146,-2.462,-0.598,8.804
7060,shoe,16,10,120,2424,1942,1433,1054,293,0.994,-0.0295,0.0254,-0.0152,-1.333,0.318,10.323
7080,shoe,17,16,60,2154,1552,1270,1424,458,0.9962,0.0048,0.0044,-0.0335,-1.636,-0.166,8.997
7100,shoe,16,18,38,1781,1210,1045,1727,709,1.007,0.0167,-0.0271,-0.0227,0.291,-0.174,10.628
7120,shoe,13,13,21,1389,916,797,1903,916,0.9703,0.0185,-0.0128,-0.0112,1.302,-0.204,10.001
7140,shoe,23,13,23,1029,559,558,2033,1152,1.0084,0.0005,0.0052,-0.0097,-1.204,-0.001,9.465
7160,shoe,11,21,21,590,327,356,1975,1316,1.0218,0.0266,-0.0139,0.0142,0.755,0.604,11.147
7180,shoe,15,15,19,301,166,181,1816,1242,0.999,0.0011,0.0008,0.014,-0.337,-0.611,9.455
7200,shoe,15,16,8,151,82,94,1613,1220,0.9958,-0.0079,0.0144,0.0004,1.402,0.404,10.732
7220,shoe,9,9,16,86,32,58,1292,1066,0.9986,-0.0033,-0.0109,-0.0365,1.666,-0.535,9.905
7240,shoe,9,11,16,47,24,26,834,862,1.0084,0.0018,-0.0246,0.0108,0.379,0.42,9.811
7260,shoe,17,3,18,20,15,9,505,572,1.0236,0.0124,0.0072,-0.0064,0.876,0.259,10.711
7280,shoe,18,7,6,23,18,14,278,329,0.9917,-0.0246,0.0337,-0.0381,-0.004,-0.59,10.205
7300,shoe,15,16,11,17,14,13,13,11,0.97,-0.0212,-0.0021,-0.0115,-0.455,0.122,9.804
7320,shoe,7,20,14,15,11,12,8,24,1.0026,0.0236,0.0093,-0.0165,-1.418,-0.557,9.704
7340,shoe,13,13,21,8,18,25,12,18,0.9989,-0.0073,0.0116,-0.0008,0.399,-0.642,10.001
7360,shoe,15,8,11,8,16,19,17,10,0.998,0.0237,0.0075,0.006,-0.086,0.92,9.888
7380,shoe,17,14,18,16,9,23,19,15,0.9975,0.0131,-0.024,0.0316,-0.468,-1.399,9.517
7400,shoe,20,20,15,0,4,11,6,10,0.9783,0.0063,0.0101,-0.0143,-0.093,0.447,8.878
7420,shoe,16,13,23,11,10,18,16,16,1.0026,0.0244,0.0119,0.0022,-0.226,0.562,7.479
7440,shoe,19,19,15,16,15,15,12,7,0.9925,-0.0029,-0.0148,-0.0218,-1.264,-0.446,9.71
7460,shoe,22,14,6,6,18,13,9,18,1.0024,0.0134,0.0093,-0.0122,-0.643,0.858,9.592
7480,shoe,3,8,13,22,11,10,23,16,0.9949,0.0167,-0.0151,-0.0274,1.391,0.719,10.903
7500,shoe,19,10,15,22,12,15,17,16,0.9908,0.0214,-0.0207,-0.0023,-0.284,-0.991,10.215
7520,shoe,12,13,20,9,5,4,9,14,0.9818,-0.0189,-0.0165,0.01,1.7,0.421,10.838
7540,shoe,17,25,17,13,11,19,9,15,1.0131,-0.0003,0.0229,-0.0074,-1.404,0.376,11.373
7560,shoe,15,17,13,13,14,28,15,10,0.9988,0.0308,0.0189,0.027,-1.648,-0.559,9.714
7580,shoe,9,13,8,11,11,21,7,14,1.003,0.0148,0.004,-0.0021,0.155,0.46,9.054
7600,shoe,10,15,14,11,13,3,13,17,1.0146,0.0279,0.0339,0.0164,0.944,0.596,10.546
7620,shoe,16,15,13,16,9,15,16,16,1.0045,0.0315,-0.0141,-0.0067,-0.799,-0.545,9.275
7640,shoe,13,12,20,22,9,10,7,9,1.002,-0.0114,0.0187,-0.0014,0.761,-1.533,9.582
7660,shoe,18,13,18,14,15,11,15,17,0.977,0.0,-0.0083,0.0333,1.136,0.325,11.106
7680,shoe,12,13,7,14,6,13,16,8,1.0107,0.0297,-0.0409,-0.0194,1.305,-0.562,10.308
7700,shoe,25,18,3,15,14,20,11,10,1.0082,0.0114,0.0172,0.0127,-0.135,-1.321,10.799
7720,shoe,3572,2500,35,11,20,18,16,10,0.9886,-0.0172,0.0065,-0.0334,-0.063,-0.284,8.597
7740,shoe,3672,2868,66,17,11,10,17,11,0.9846,0.0096,-0.028,-0.0055,-2.008,-1.835,9.843
7760,shoe,3764,3012,115,11,11,17,16,13,1.0033,0.0087,-0.0071,0.0173,0.028,-0.249,10.819
7780,shoe,3764,3176,208,9,10,15,11,17,0.9979,-0.0101,0.0102,0.043,0.341,1.179,8.658
7800,shoe,3739,3169,384,17,7,24,18,19,1.0136,-0.0072,-0.0067,0.0162,1.718,-2.199,9.99
7820,shoe,3683,3132,567,5,11,6,12,16,0.9866,0.019,0.016,0.0035,-1.546,0.369,10.175
7840,shoe,3578,3022,787,12,8,13,15,10,0.9989,0.0148,-0.0303,-0.0059,-1.029,-0.704,7.737
7860,shoe,3370,2912,1013,14,15,9,14,18,1.0058,-0.0217,0.0441,-0.0073,-1.217,-0.306,11.249
7880,shoe,3008,2413,1232,20,21,14,14,19,1.0039,-0.018,-0.0023,0.0009,1.092,-0.695,9.17
7900,shoe,2356,2046,1435,26,36,6,4,10,0.9874,-0.0058,-0.0144,0.0012,-3.074,0.508,9.688
7920,shoe,1618,1575,1503,59,84,17,19,8,0.9855,0.0007,-0.0102,0.0247,-1.315,0.005,11.323
7940,shoe,872,1018,1751,140,169,36,16,13,0.995,-0.0011,-0.0131,-0.0174,2.504,-0.594,8.202
7960,shoe,415,579,1773,269,317,59,14,24,1.0203,-0.0165,-0.032,-0.0182,0.798,-1.003,10.23
7980,shoe,154,281,1758,506,560,134,17,13,0.9916,0.0068,-0.0224,0.0211,-1.614,-0.318,9.41
8000,shoe,61,137,1609,861,972,227,12,13,0.995,-0.0405,0.0038,0.0125,-0.073,0.909,9.852
8020,shoe,24,56,1468,1237,1213,395,16,18,1.008,-0.0169,0.0163,-0.0089,1.028,-0.93,9.075
8040,shoe,16,34,1226,1624,1627,628,26,9,1.004,0.0007,-0.0239,-0.0043,0.669,0.337,11.04
8060,shoe,7,21,901,1968,1856,926,31,12,1.0129,0.0001,0.0079,0.0104,-0.269,0.277,8.804
8080,shoe,13,14,698,2230,2095,1128,84,24,0.9928,-0.0021,-0.0082,-0.0057,-0.962,-1.541,10.138
8100,shoe,7,23,505,2439,2198,1348,188,47,0.993,0.0073,0.0447,-0.0144,1.01,0.872,10.3
8120,shoe,16,17,325,2496,2176,1516,384,81,1.0075,0.0037,0.0128,0.0023,-0.008,-0.018,9.73
8140,shoe,21,14,185,2397,2110,1464,645,161,0.9973,-0.0063,0.0155,0.0139,0.983,1.75,9.567
8160,shoe,16,12,120,2339,1891,1501,1043,283,0.9994,0.0323,0.0072,-0.019,0.482,1.366,9.574
8180,shoe,15,9,56,2148,1560,1282,1432,559,0.9895,-0.0019,0.0099,-0.0091,-0.566,-0.18,10.734
8200,shoe,12,8,41,1796,1200,1095,1728,741,0.9919,0.0528,-0.0041,0.0109,1.749,-0.106,10.22
8220,shoe,17,17,26,1404,851,813,1939,959,0.9918,-0.0336,-0.0154,-0.0356,-0.605,-0.769,9.739
8240,shoe,9,12,19,1052,546,582,2008,1206,0.9934,0.018,0.0333,-0.006,0.523,-1.056,8.831
8260,shoe,12,12,11,607,292,369,1953,1295,0.9926,-0.0254,0.0287,0.0174,-0.767,0.634,9.956
8280,shoe,25,17,13,345,153,204,1842,1297,0.9964,-0.0343,0.0221,-0.0179,-0.279,-0.182,10.293
8300,shoe,8,12,11,168,69,106,1497,1147,0.9961,-0.0197,-0.0206,0.0119,-0.303,-0.3,9.784
8320,shoe,12,17,15,81,37,41,1236,1058,1.01,-0.0587,0.0002,0.0467,-0.802,-0.119,11.107
8340,shoe,8,11,13,37,25,27,943,819,1.0167,-0.0105,0.0144,0.013,0.288,0.544,8.094
8360,shoe,20,11,16,21,20,15,533,558,0.9962,-0.002,0.0023,-0.0193,1.589,0.749,12.058
8380,shoe,13,19,19,17,18,16,293,376,1.0147,-0.0206,-0.0351,0.0451,2.254,0.015,9.648
8400,shoe,8,11,20,16,18,22,17,20,1.0043,-0.0095,-0.0003,0.0154,1.74,-0.137,8.787
8420,shoe,8,17,9,14,6,23,16,15,0.9776,0.009,-0.0266,0.0206,-0.209,0.095,8.243
8440,shoe,20,17,12,17,19,15,15,9,1.0021,-0.0129,-0.0222,0.0071,1.766,1.63,10.594
8460,shoe,17,14,9,17,9,14,10,19,0.9855,0.0187,0.0111,-0.0155,0.508,-1.607,10.329
8480,shoe,18,6,20,15,14,13,12,20,1.0102,-0.015,-0.0632,-0.0025,2.178,-0.89,9.618
8500,shoe,14,8,10,18,11,15,13,14,0.9944,0.0375,0.023,-0.0045,-1.526,0.385,9.769
8520,shoe,19,9,21,14,8,13,15,13,1.0148,-0.0006,-0.0208,0.0356,1.796,0.13,9.966
8540,shoe,21,8,12,20,18,23,0,18,1.0133,-0.0271,-0.0098,0.0244,-0.725,0.976,9.432
8560,shoe,17,18,19,16,8,10,15,23,0.9947,0.0143,-0.0035,-0.006,1.402,1.04,10.852
8580,shoe,7,10,11,18,11,14,16,8,0.99,0.0047,-0.0081,0.005,-0.564,1.562,10.377
8600,shoe,5,8,13,13,21,11,10,19,1.01,-0.0303,-0.0052,0.0115,1.105,-0.609,9.706
8620,shoe,7,12,15,7,2,19,21,24,0.991,0.0394,-0.0154,0.0254,-0.341,0.495,8.338
8640,shoe,15,14,14,12,5,23,17,10,0.9987,-0.0089,0.0026,0.0179,-2.275,-0.17,11.048
8660,shoe,7,6,13,14,18,17,17,17,1.0092,0.0115,-0.0219,-0.0228,-1.172,0.776,9.384
8680,shoe,9,17,17,16,11,15,6,14,0.9983,0.0546,-0.0019,0.0236,-0.292,0.162,8.882
8700,shoe,14,18,20,14,17,14,18,16,1.0065,-0.0138,0.0,-0.0236,0.029,0.709,10.975
8720,shoe,10,11,18,21,13,17,14,20,1.0184,-0.0145,-0.0053,-0.0094,-2.71,-0.564,10.263
8740,shoe,8,18,12,8,11,12,15,6,1.003,0.0094,0.024,-0.0303,-1.45,0.146,8.001
8760,shoe,19,6,5,5,17,22,3,11,1.0064,-0.0481,-0.0035,-0.0076,-0.885,-0.385,8.318
8780,shoe,17,11,15,13,10,23,6,7,0.994,0.0222,-0.0112,0.0145,-0.256,-0.187,9.457
8800,shoe,3293,2153,11,11,11,19,12,12,0.9735,-0.0176,0.0431,0.0008,0.267,-0.338,8.683
8820,shoe,3548,2361,42,14,15,18,7,23,1.0012,0.0291,0.029,0.0211,-0.993,-0.789,9.676
8840,shoe,3678,2702,69,17,8,12,20,9,0.9998,0.0251,0.0117,0.0199,-1.835,0.892,12.17
8860,shoe,3687,2970,102,27,6,23,8,12,1.0049,-0.0226,-0.0055,-0.0043,0.366,0.249,12.499
8880,shoe,3791,3140,217,8,5,7,17,11,1.0001,-0.0266,0.0308,-0.0109,-0.401,0.873,9.778
8900,shoe,3744,3102,346,9,18,10,15,16,0.9937,0.0257,0.0069,0.0259,1.074,-0.761,10.537
8920,shoe,3706,3171,548,14,23,25,27,12,0.9938,-0.0248,-0.0027,0.0139,-0.636,-1.512,10.618
8940,shoe,3570,3012,697,7,20,12,14,10,1.0004,0.0007,-0.0025,0.0203,0.78,-0.488,9.709
8960,shoe,3407,2785,1067,12,13,10,21,10,0.9909,0.0098,0.0189,0.0246,-1.077,-0.1,8.487
8980,shoe,3059,2513,1293,26,20,7,12,13,0.9863,0.0179,0.0062,-0.0059,0.324,0.638,10.784
9000,shoe,2513,2138,1426,32,35,22,8,8,1.0021,0.0012,-0.0118,-0.0136,0.109,0.847,9.657
9020,shoe,1678,1582,1714,65,80,28,15,2,0.9994,-0.016,-0.0428,0.004,0.544,0.976,10.226
9040,shoe,856,1097,1730,133,173,38,20,20,1.0052,0.0173,0.0154,-0.0102,-1.129,1.225,10.455
9060,shoe,397,572,1722,279,315,55,11,15,0.9944,0.0099,0.0016,-0.0133,-0.147,0.591,9.089
9080,shoe,165,303,1737,558,598,135,19,11,0.9983,0.0227,0.017,-0.0179,-1.025,0.107,11.337
9100,shoe,57,138,1650,942,910,243,17,13,0.9907,-0.0208,0.005,-0.0026,-0.194,-0.579,9.885
9120,shoe,26,56,1467,1223,1311,397,17,18,0.9958,0.032,0.02,-0.0065,0.752,0.558,10.02
9140,shoe,12,30,1188,1734,1586,662,24,10,1.0078,0.011,0.0106,0.0085,3.608,-0.373,9.428
9160,shoe,17,17,923,2053,1869,877,42,17,1.0163,-0.0061,-0.0004,0.0116,0.043,-0.611,10.458
9180,shoe,14,20,750,2328,1993,1083,89,21,0.9969,0.0128,-0.0033,0.0246,0.864,0.48,10.73
9200,shoe,4,11,500,2378,2040,1373,186,48,1.004,-0.0015,-0.0378,0.0061,0.137,0.192,9.316
9220,shoe,1,19,350,2542,2241,1421,381,67,0.9925,-0.0372,-0.0306,0.0044,1.371,0.691,10.345
9240,shoe,11,6,194,2473,2119,1471,714,156,0.9854,-0.013,0.0415,0.0096,0.559,-0.542,9.427
9260,shoe,12,7,112,2371,1867,1431,1003,316,0.9942,0.0073,-0.0174,0.0032,1.263,0.939,8.709
9280,shoe,13,14,57,2138,1573,1207,1445,475,0.9973,0.006,-0.0136,0.0073,0.43,0.302,9.521
9300,shoe,20,21,25,1843,1237,1066,1645,782,0.9967,0.0049,0.0412,-0.0113,2.9,-0.112,10.367
9320,shoe,11,22,24,1285,943,830,1934,964,0.9919,-0.0153,0.0056,0.0025,1.665,-0.574,10.316
9340,shoe,8,10,9,1014,540,548,2103,1184,1.0014,-0.021,-0.0399,-0.0259,-2.054,-0.825,10.792
9360,shoe,16,14,12,619,309,329,1948,1207,1.0107,-0.0087,-0.0512,0.0213,0.364,-1.051,9.211
9380,shoe,19,12,15,323,161,209,1819,1276,0.9944,0.0038,-0.0345,0.0038,0.096,1.12,9.546
9400,shoe,22,3,12,169,82,97,1591,1250,1.0036,-0.0021,-0.0087,0.0094,-2.661,-1.093,9.885
9420,shoe,9,18,13,80,36,44,1282,991,1.0053,0.007,0.0164,-0.0276,-1.037,0.516,10.379
9440,shoe,13,12,22,36,22,28,921,794,1.0094,-0.0138,0.0085,-0.0193,-0.553,-0.174,9.714
9460,shoe,12,21,19,21,10,19,530,582,1.0061,-0.0119,-0.0109,-0.0124,-0.884,-0.432,8.963
9480,shoe,21,15,21,18,22,11,308,373,1.0093,-0.0124,0.0164,-0.0405,0.159,-0.351,8.422
